mood,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Calm,Vibin' Out,French Kiwi Juice,FKJ,6SEolIp22t0DzeBfCBo3hr,2017-03-02,64,311837,0.41,0.847,0.169,0.00327,0.117,0.208,-11.422,0.0485,89.494,3,4
Calm,Let Me Explain,Let Me Explain,Bryson Tiller,1trZGMI2CGyVT44STkpCoN,2016-10-20,64,223969,0.809,0.00156,0.504,0.0,0.0856,0.525,-3.201,0.15,120.065,2,4
Calm,True Colors,Starboy,The Weeknd,6i759FCuKx713ZnYjtpQGU,2016-11-24,59,206026,0.616,0.284,0.424,0.0,0.173,0.582,-8.237,0.251,76.676,1,4
Calm,Saved,American Teen,Khalid,248OFOZef6ShXv6DGgbnxU,2017-04-27,69,206533,0.739,0.189,0.448,0.0,0.118,0.553,-10.28,0.138,81.044,10,4
Calm,Blind Man,Blind Man,Xavier Omär,0DQQRJ4sR3pxwom9L7D7QR,2018-07-27,57,242195,0.89,0.453,0.523,1.58e-06,0.0831,0.345,-8.526,0.056,111.031,6,4
Calm,Exchange,T R A P S O U L,Bryson Tiller,43PuMrRfbyyuz4QpZ3oAwN,2015-10-02,77,194613,0.525,0.107,0.433,0.0,0.135,0.276,-10.598,0.185,160.108,6,4
Calm,Hallucinations,SEPT 5TH,dvsn,0UE0RhnRaEYsiYgXpyLoZc,2016-03-27,59,246293,0.765,0.0681,0.398,8.48e-06,0.14,0.348,-8.993,0.037,95.976,7,4
Calm,Right My Wrongs,T R A P S O U L,Bryson Tiller,5rgrBsAFYMun6yhtnLKRPz,2015-10-02,74,249320,0.543,0.345,0.449,0.0,0.157,0.29,-8.065,0.0463,132.609,1,4
Calm,We Find Love,Freudian,Daniel Caesar,1TPLsNVlofwX1txcE9gZZF,2017-08-25,65,254919,0.51,0.853,0.363,0.0,0.109,0.426,-8.635,0.0304,78.0,5,4
Calm,Somethin Tells Me,True to Self,Bryson Tiller,3Jrs7cC2OJNlNSy9VnDOMZ,2017-05-26,53,194266,0.735,0.0356,0.588,0.0,0.107,0.435,-7.197,0.226,90.002,5,4
Calm,Self Control,Blonde,Frank Ocean,5GUYJTQap5F3RDQiCOJhrS,2016-08-20,75,249667,0.572,0.765,0.209,0.0,0.356,0.446,-10.413,0.0313,80.069,8,4
Calm,Fuck Love (feat. Trippie Redd),17,XXXTENTACION,7AQim7LbvFVZJE3O8TYgf2,2017-08-25,83,146520,0.797,0.0172,0.533,0.000152,0.103,0.329,-9.74,0.0412,131.036,0,4
Calm,Poison,Poison,Brent Faiyaz,5NijSs5dAwaIybq1GaRTIe,2016-08-03,71,212992,0.689,0.711,0.394,0.000905,0.0859,0.382,-10.102,0.065,117.489,2,3
Calm,Losin Control,There's Really A Wolf,Russ,4cxMGhkinTocPSVVKWIw0d,2017-05-05,75,237506,0.759,0.515,0.245,0.000154,0.102,0.209,-6.545,0.138,96.992,6,4
Calm,Hold Me Down,Freudian,Daniel Caesar,1Mza2sr6tPhy6jjI3HB9fW,2017-08-25,64,231267,0.463,0.628,0.427,0.000565,0.0911,0.231,-9.799,0.0549,116.059,8,4
Calm,Ex Calling,FREE 6LACK,6LACK,1MQ8ydvrTnn2QJgXFATJvD,2016-11-18,65,211960,0.773,0.00561,0.564,1.99e-05,0.213,0.0588,-7.241,0.249,155.976,1,4
Calm,Provider,Provider,Frank Ocean,6R6ihJhRbgu7JxJKIbW57w,2017-08-27,64,243238,0.654,0.74,0.325,2.14e-05,0.152,0.39,-11.925,0.282,139.886,2,4
Calm,Pink Matter,channel ORANGE,Frank Ocean,1fOkmYW3ZFkkjIdOZSf596,2012-07-10,69,268813,0.392,0.951,0.233,0.000322,0.106,0.494,-11.012,0.0587,176.569,11,3
Calm,You,11:11,11:11,3ajnLvUV6cZiKtij8q0tzx,2016-05-24,52,252540,0.478,0.174,0.555,1.1e-05,0.103,0.139,-7.6,0.111,128.728,5,4
Calm,Too Fast,Too Fast,Sonder,42QRyJd5x6e2TFR1S41g2p,2016-10-25,61,308005,0.395,0.316,0.33,1.89e-05,0.268,0.102,-10.924,0.0408,98.813,4,3
Calm,In My Room,In My Room,Frank Ocean,4S4Mfvv03M1cHgIOJcbUCL,2019-11-02,77,133680,0.861,0.594,0.647,0.661,0.114,0.67,-7.425,0.0675,158.037,7,4
