name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
On Me (feat. Ava Max),SCOOB! The Album,Various Artists,7k6tAZp4m93oswrPqSfBbc,2020-05-15,61,164683,0.548,0.0119,0.721,0.0,0.216,0.594,-4.466,0.0472,177.918,8,4
Sunday Best,Where the Light Is,Surfaces,1Cv1YLb4q0RzL6pybtaMLo,2019-01-06,79,158571,0.878,0.183,0.525,0.0,0.0714,0.694,-6.832,0.0578,112.022,5,4
Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,6f5ExP43esnvdKPddwKXJH,2021-09-24,84,160656,0.717,0.0018,0.671,2.54e-06,0.0921,0.699,-5.077,0.0337,110.054,0,4
Lil Bit,Lil Bit,Nelly,0NmuYnjETG3u3qx0OmEJev,2020-10-23,73,195962,0.707,0.0255,0.689,0.0,0.383,0.41,-7.097,0.0387,119.987,4,4
Bigger Than,Bigger Than,Justin Jesso,5X73AYzzEE5Di0JwcQKt9N,2019-11-15,65,208013,0.421,0.151,0.669,0.0,0.635,0.326,-4.724,0.127,175.788,4,4
Betty (Get Money),Betty (Get Money),Yung Gravy,4cacyP5c3PMlfnyjpg13xW,2022-06-10,77,146470,0.723,0.00524,0.772,1.15e-05,0.367,0.58,-6.784,0.0792,102.004,1,4
I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",OneRepublic,4h9wh7iOZ0GGn8QVp4RAOB,2022-05-13,90,148485,0.704,0.0826,0.797,0.000745,0.0546,0.825,-5.927,0.0475,139.994,0,4
Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],Church,Galantis,1mMvahhW2Oz9waG8UTQnI4,2020-02-07,57,215388,0.58,0.0304,0.804,0.00359,0.105,0.137,-4.618,0.0279,126.005,9,4
My Way (Steve Aoki & Aloe Blacc),My Way (Steve Aoki & Aloe Blacc),Steve Aoki,0FJw1Pg9xXCxbcyQMI6GAe,2020-12-23,56,197647,0.585,0.11,0.82,0.0,0.134,0.396,-4.428,0.0774,169.895,10,4
Dance with Me (feat. Thomas Rhett & Young Thug),Diplo Presents Thomas Wesley Chapter 1: Snake Oil,Diplo,6AoHQqGnuwFk9ygWhzLRws,2020-05-29,54,170157,0.73,0.0264,0.792,0.0,0.101,0.745,-5.33,0.13,99.039,6,4
Momma Always Told Me (feat. Stanaj & Yung Bae),Momma Always Told Me (feat. Stanaj & Yung Bae),Mike Posner,63lUB0rs6KK58vj8mEAfdj,2021-01-28,52,181334,0.766,0.03,0.533,0.0,0.0667,0.764,-5.758,0.0506,107.999,9,4
What's Been On Your Mind?,What's Been On Your Mind?,Surfaces,3lpshfvmjrxGm9xr3x47F2,2022-06-10,71,172490,0.736,0.0158,0.667,0.0,0.131,0.774,-4.716,0.0303,116.973,1,4
Somebody To You,Meet The Vamps,The Vamps,6VrLYoQKdhu1Jruei06t65,2014-01-01,78,185097,0.526,0.0587,0.818,0.0,0.333,0.896,-5.952,0.0358,171.96,3,4
Happy Kids,Happy Kids,John De Sohn,3nVJ4tGeLFR6HUiz3e7qAe,2018-11-09,56,177209,0.603,0.0105,0.649,0.0,0.243,0.672,-5.848,0.0476,124.073,11,4
Best Of You (feat. Elle King),Best Of You (feat. Elle King),Andy Grammer,4bsqIuMHtvLCzpYAyV3044,2020-02-07,46,185393,0.653,0.0515,0.623,0.0,0.0869,0.48,-5.989,0.0938,175.884,9,4
Runaway (with Sigala and JP Cooper),Runaway (with Sigala and JP Cooper),R3HAB,6tS1Fm9z3UKuLSxrinY3pC,2021-08-20,64,168196,0.617,0.213,0.756,0.0,0.152,0.432,-5.811,0.104,121.828,3,4
Castle on the Hill,÷ (Deluxe),Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,2017-03-03,79,261153,0.461,0.0232,0.834,1.14e-05,0.14,0.471,-4.868,0.0989,135.007,2,4
No One Compares To You,No One Compares To You,Jack & Jack,2jZIfoe48eUeOEnP9Ho4h2,2018-10-05,0,184080,0.703,0.123,0.748,0.0,0.0642,0.625,-6.047,0.0435,111.943,1,4
C'est La Vie,Pacifico (Deluxe),Surfaces,32DspJXRL1U3c9RwOhRJZE,2021-09-03,64,175435,0.761,0.18,0.566,0.0,0.207,0.631,-7.923,0.0397,108.01,9,4
Please Don't Go,31 Minutes to Takeoff,Mike Posner,6jg5SRvdGxvJ0DzNV0UqEK,2010-08-09,70,196813,0.699,0.00296,0.882,0.0544,0.13,0.657,-3.896,0.0311,120.016,4,4
3 outfits,3 outfits,Tai Verdes,78zWCikDMYzFpXAdqANPrD,2022-03-25,60,210866,0.65,0.145,0.88,0.00223,0.351,0.648,-4.292,0.15,176.017,11,4
pogo,pogo,bbno$,404b6bC4GIxPsNssJmfC1f,2022-06-24,70,207360,0.729,0.0424,0.973,0.205,0.333,0.687,-2.761,0.0759,124.957,4,4
2step,=,Ed Sheeran,2SUxn2O9NHL6GHGQFgwCY0,2021-10-29,76,153626,0.763,0.169,0.661,0.0,0.117,0.632,-5.592,0.056,95.002,4,4
Good Vibes,Good Vibes,HRVY,53kWAAfx7IopXRa31MQHB8,2020-09-04,71,170280,0.558,0.274,0.877,0.0,0.162,0.762,-3.392,0.145,99.988,10,4
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,6FuGJB290AQMAHTfjOYVaK,2020-11-06,73,192745,0.721,0.151,0.745,1.24e-06,0.372,0.699,-3.508,0.0366,90.988,7,4
Fake A Smile,Fake A Smile,Alan Walker,6rAGFY9D3ah6Lb7fUgbNNH,2021-02-19,63,168118,0.447,0.212,0.553,0.0,0.165,0.252,-4.817,0.0322,149.877,0,4
At Least I Had Fun,At Least I Had Fun,Martin Jensen,7jqXDgGWkV4w2ctdb2g59o,2020-08-14,68,170613,0.794,0.198,0.706,0.0,0.0536,0.908,-6.066,0.0382,116.032,5,4
Tangerine Skies,Tangerine Skies,Declan J Donovan,2VvHa9p1kkTmaCMq0exODA,2020-04-24,60,192000,0.756,0.0578,0.815,2e-05,0.387,0.927,-5.122,0.046,120.002,6,4
Dandelion,Dandelion,Galantis,4NexTaCZZ7Ehnf03A6SVjt,2021-01-08,70,140011,0.8,0.158,0.66,0.02,0.14,0.634,-4.903,0.158,117.923,0,4
Silver and Gold (feat. Sam Fischer & Pink Sweat$),Silver and Gold,Yung Bae,0xHeGspdxuVIm49iNXDO2u,2021-08-06,16,177538,0.652,0.168,0.797,1.48e-06,0.339,0.358,-4.78,0.0505,107.002,11,4
Pick Me Up,Pick Me Up,Sam Feldt,6VYIVgVqEIwzRwpJz5rMa4,2021-05-28,65,174100,0.688,0.0971,0.662,1.34e-06,0.172,0.549,-5.57,0.0441,115.106,6,4
Don’t Wake Me Up,Don’t Wake Me Up,Jonas Blue,3LEgGAl9zLcQWGTp7ptqtQ,2022-01-07,78,188894,0.621,0.222,0.747,0.000194,0.147,0.426,-5.084,0.0337,124.015,11,4
The Drum,The Drum,Alan Walker,1zOOl8f7qkjj0AmvlCfLyQ,2022-04-29,75,189287,0.783,0.158,0.762,6.56e-05,0.092,0.33,-4.727,0.0507,127.993,6,4
Toast,Soulprints,Smith & Thell,5hlwCtGdtDBzXeMBJpD5IK,2017-05-12,61,178148,0.548,0.0448,0.806,0.0,0.126,0.749,-7.249,0.0628,189.996,1,4
LAst dAy oN EaRTh,LAst dAy oN EaRTh,Tai Verdes,0fVDu1evgjX9CFD0cmuRrM,2022-01-13,74,172755,0.494,0.413,0.553,4.17e-05,0.218,0.359,-5.57,0.197,82.061,5,4
Freedom,Freedom,Kygo,5Gj1wG8b12VQdEd3hUuSwo,2020-04-17,66,198635,0.715,0.127,0.635,0.0,0.0862,0.39,-6.591,0.0791,112.887,7,4
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],SHAUN,1ZLrDPgR7mvuTco3rQK8Pk,2018-12-21,73,192452,0.737,0.269,0.747,0.0,0.219,0.447,-4.818,0.0323,105.943,10,4
Love You Better,Love You Better,John De Sohn,4UuGBDjt8gLXsANZqZxMBz,2019-11-15,63,170893,0.733,0.0931,0.786,0.0013,0.1,0.786,-7.494,0.0422,102.999,11,4
What I Like About You (feat. Theresa Rex),What I Like About You (feat. Theresa Rex),Jonas Blue,4NSW0Km5ZG60L8FthUebPJ,2019-03-22,65,220396,0.46,0.289,0.8,6.16e-06,0.121,0.553,-3.584,0.05,102.46,1,4
Mariposa,Mariposa,Peach Tree Rascals,4ja2gzrNh9VNigzoXfmbwD,2019-08-28,75,210000,0.676,0.617,0.525,0.0,0.356,0.421,-5.88,0.028,112.011,9,4
Lasting Lover,Lasting Lover,Sigala,0DmAvNCAK08oCi7miSZUIY,2020-09-04,74,218358,0.676,0.197,0.786,0.0,0.0943,0.483,-4.529,0.0478,125.983,1,4
The Best Days (feat. Tabitha),The Best Days (feat. Tabitha),Sam Feldt,140XpWSdJ0jZEbLj9iVnPA,2020-11-20,65,161944,0.667,0.0863,0.827,0.0,0.0565,0.573,-5.631,0.0368,107.95,11,4
DANCE,DANCE,CLMD,6TfeXwJihJRuBW3mFpib6J,2019-10-18,63,174448,0.766,0.0263,0.548,1.81e-06,0.21,0.552,-7.834,0.0373,122.012,7,4
Remember This,Remember This,Jonas Brothers,6nACZEZIt1CIBmF09r5Pb5,2021-06-19,65,178221,0.669,0.217,0.629,0.0,0.366,0.294,-5.018,0.0803,110.865,1,4
Never Love You Again (with Little Big Town & Bryn Christopher),Never Love You Again (with Little Big Town & Bryn Christopher),Cheat Codes,676tQQmFrilCR8L7kxRcGd,2021-07-16,74,191329,0.645,0.0343,0.786,3.57e-06,0.139,0.597,-5.337,0.0554,124.962,1,4
Be Okay (with HRVY),Be Okay (with HRVY),R3HAB,4ztw0mBC6VBiLV79yRHDQW,2020-05-22,62,141600,0.73,0.0179,0.558,0.0,0.128,0.618,-6.535,0.0786,100.066,8,4
Down Under (feat. Colin Hay),Down Under (feat. Colin Hay),Luude,7AVyve7cFYTd51ha5i9kE2,2021-11-19,73,158774,0.308,0.012,0.861,0.00103,0.277,0.0386,-4.112,0.172,171.966,11,4
I'll Wait,I'll Wait,Kygo,6Q3K9gVUZRMZqZKrXovbM2,2020-04-03,66,215360,0.611,0.144,0.651,1.7e-05,0.105,0.351,-6.973,0.0589,122.983,1,4
True Colors (feat. Maya Avedis),True Colors (feat. Maya Avedis),XO Cupid,4AMY0oGSt7vZwgxDnHCJBr,2018-09-21,58,184019,0.636,0.0796,0.63,0.0,0.13,0.454,-6.396,0.0346,104.845,0,4
Catching Feelings (feat. Six60),Catching Feelings (feat. Six60),Drax Project,02VHspkXhhH1QCInRWWIfr,2019-09-04,54,218854,0.397,0.607,0.524,0.0,0.157,0.343,-5.846,0.103,175.562,3,4
Learn To Fly,Learn To Fly (with Elton John),Surfaces,518miTxc3a15X7HB8FgJUW,2020-06-12,60,209832,0.569,0.554,0.536,0.0,0.0655,0.656,-6.137,0.0819,173.695,1,4
Year of the Young,Year of the Young,Smith & Thell,6J7U49QGecWb3WqIqfSYc0,2020-08-14,58,164200,0.611,0.000817,0.88,1.01e-05,0.0598,0.771,-6.571,0.0378,144.996,7,4
Love Me Now (feat. Zoe Wees),Love Me Now (feat. Zoe Wees),Kygo,1c1sdxrYLIiuJOlE7PPttb,2021-08-13,74,195880,0.662,0.163,0.489,0.0,0.172,0.506,-7.067,0.0525,102.04,5,4
Sixteen,Sixteen,Ellie Goulding,4PkIDTPGedm0enzdvilLNd,2019-04-12,64,201072,0.669,0.268,0.801,0.0,0.0594,0.541,-5.445,0.136,109.919,8,4
YES,YES,BEN & TAN,1nAvS4GbkxR7iISU5ZfLPf,2020-03-08,58,180489,0.563,0.00658,0.583,0.0,0.102,0.525,-7.302,0.031,91.899,7,4
Upside Down,Upside Down,JVKE,614OkajfRPH8V0ugNQnduP,2020-08-18,1,114500,0.88,0.0494,0.501,0.0695,0.436,0.459,-6.774,0.062,120.038,2,4
Someone Like You,21,Adele,1zwMYTA5nlNjZxYrvBB2pV,2011-01-24,79,285240,0.556,0.893,0.319,0.0,0.0996,0.294,-8.251,0.0281,135.187,9,4
The Heart Wants What It Wants,The Heart Wants What It Wants,Selena Gomez,6wJwkMo278iWVlWl1XQ4WA,2014-01-01,68,227373,0.616,0.053,0.789,0.0,0.142,0.621,-4.874,0.0377,83.066,7,4
When I Was Your Man,Unorthodox Jukebox,Bruno Mars,0nJW01T7XtvILxQgC5J7Wh,2012-12-07,85,213826,0.612,0.932,0.28,0.0,0.088,0.387,-8.648,0.0434,72.795,0,4
Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,2019-05-17,86,182160,0.501,0.751,0.405,0.0,0.105,0.446,-5.679,0.0319,109.891,1,4
Almost Is Never Enough,Yours Truly,Ariana Grande,63bo7NDoWdMFXufhsYOxwG,2013-01-01,55,327773,0.323,0.824,0.327,0.0,0.101,0.335,-7.494,0.0411,81.329,2,4
Happier,÷ (Deluxe),Ed Sheeran,2RttW7RAu5nOAfq6YFvApB,2017-03-03,80,207520,0.522,0.536,0.385,0.0,0.135,0.236,-7.355,0.0288,89.792,0,4
Thinkin Bout You,channel ORANGE,Frank Ocean,7DfFc7a6Rwfi3YQMRbDMau,2012-07-10,77,200746,0.721,0.409,0.339,0.00153,0.0973,0.2,-11.195,0.0532,129.83,0,4
If I Ain't Got You,The Diary Of Alicia Keys,Alicia Keys,3XVBdLihbNbxUwZosxcGuJ,2003-12-02,79,228706,0.609,0.603,0.444,6.86e-06,0.104,0.166,-9.129,0.106,118.402,7,3
Because of You,Breakaway,Kelly Clarkson,3f3omU8n47Mqyab5nCaGyT,2004-01-17,70,219493,0.583,0.254,0.584,0.0,0.123,0.136,-5.362,0.0314,140.039,5,4
Remember Who I Was,Remember Who I Was,James Arthur,7AsQ91Fnyga6cqYIJaMSVe,2016-10-21,36,178093,0.349,0.847,0.326,3.33e-06,0.112,0.179,-9.151,0.0504,76.909,8,4
"i hate u, i love u (feat. olivia o'brien)",us,Garrett Nash,7vRriwrloYVaoAe3a9wJHe,2016-03-25,78,251033,0.492,0.687,0.275,0.0,0.101,0.18,-13.4,0.3,92.6,6,4
Jealous,Jealous - EP,Labrinth,4G92yYrUs0cvY7G41YRI0z,2014-11-23,77,287693,0.439,0.874,0.153,0.0,0.107,0.104,-8.95,0.0479,116.76,1,3
Let It Go,Chaos And The Calm,James Bay,13HVjjWUZFaWilh2QUJKsP,2014-12-15,70,260533,0.546,0.818,0.311,1.65e-05,0.107,0.246,-10.396,0.0288,147.464,1,4
Stay - Album Version (Edited),Unapologetic (Edited Version),Rihanna,789CxjEOtO76BVD1A9yJQH,2012-01-01,68,240706,0.621,0.945,0.31,6.12e-05,0.117,0.125,-10.164,0.0283,111.893,9,4
So Many Skies,Antipodes,Caroline Jones,2LF0OpWDJDad3cNGqwk3kf,2021-11-12,63,215611,0.469,0.752,0.334,2.48e-05,0.376,0.282,-8.172,0.0263,84.905,2,3
A Thousand Years,A Thousand Years,Christina Perri,6lanRgr6wXibZr8KgzXxBl,2011-10-18,81,285120,0.421,0.309,0.407,0.000961,0.11,0.161,-7.445,0.0267,139.028,10,3
Supermarket Flowers,÷ (Deluxe),Ed Sheeran,4VuS959DSpr82t3qBqCrWG,2017-03-03,75,221106,0.589,0.914,0.242,0.0,0.0887,0.257,-10.517,0.0442,89.749,6,4
It's You,YOU,Ali Gatie,5DqdesEfbRyOlSS3Tf6c29,2019-11-08,81,212606,0.732,0.374,0.463,0.0,0.194,0.397,-6.972,0.0287,95.971,11,4
Dancing On My Own,Only Human (Deluxe),Calum Scott,2BOqDYLOJBiMOXShCV1neZ,2018-03-09,81,260285,0.681,0.837,0.174,3.35e-05,0.0983,0.231,-8.745,0.0315,112.672,1,4
Skinny Love,Birdy,Birdy,4RL77hMWUq35NYnPLXBpih,2011-11-04,71,201080,0.379,0.952,0.29,0.00106,0.118,0.169,-8.485,0.051,166.467,4,4
Jar of Hearts,lovestrong.,Christina Perri,0HZhYMZOcUzZKSFwPOti6m,2011-05-10,73,246587,0.349,0.726,0.348,0.0,0.12,0.0886,-6.142,0.0316,74.541,3,4
feel alive,feel alive,Halston Dare,1IHER3odWnzjIRD8ps4eQA,2022-06-17,54,203880,0.504,0.303,0.538,0.0,0.139,0.351,-6.714,0.0297,96.059,5,4
All of Me,Love In The Future (Expanded Edition),John Legend,3U4isOIWM3VvDubwSI3y7a,2013-08-30,85,269560,0.422,0.922,0.264,0.0,0.132,0.331,-7.064,0.0322,119.93,8,4
You & I,Midnight Memories (Deluxe),One Direction,2afCBiru10AFckfOa49wIa,2013-11-25,78,237933,0.574,0.22,0.329,0.0,0.0986,0.356,-6.829,0.0274,130.993,1,4
Fix You,X&Y,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,2005-06-07,82,295533,0.209,0.164,0.417,0.00196,0.113,0.124,-8.74,0.0338,138.178,3,4
Chasing Cars,Eyes Open,Snow Patrol,11bD1JtSjlIgKgZG2134DZ,2006-01-01,77,267933,0.563,0.209,0.592,5.08e-05,0.132,0.136,-4.571,0.0276,104.016,9,4
How to Save a Life,How To Save A Life,The Fray,5fVZC9GiM4e8vu99W0Xf6J,2005-09-13,80,262533,0.64,0.269,0.743,0.0,0.101,0.361,-4.08,0.0379,122.035,10,4
Superficial Love,The Intro,Ruth B.,5hwh37sTi84MVhCBMWzhGE,2015-11-27,68,207973,0.477,0.928,0.242,0.0,0.0818,0.488,-9.162,0.0529,43.509,8,4
Truth,Truth,Lorenzo Doryon,3MwhHZbc7iOAJS2F8wBzSD,2022-04-08,55,179156,0.801,0.216,0.693,1.33e-06,0.134,0.563,-6.493,0.051,108.037,0,4
River Of Tears,Know-It-All (Deluxe),Alessia Cara,5NRl32BO29q8xtWFvOlHZE,2015-11-13,28,254506,0.388,0.928,0.372,0.0,0.146,0.285,-5.72,0.0468,89.701,6,4
One Day,One Day,Tate McRae,27r2uANqwK7XbsiAZnzf9e,2017-12-24,52,202496,0.52,0.922,0.119,0.0,0.0883,0.355,-12.148,0.0407,69.217,0,4
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,2YlZnw2ikdb837oKMKjBkW,2015-01-09,78,225053,0.63,0.4,0.53,0.0,0.177,0.417,-7.259,0.0434,108.038,0,3
Kiss Me,+,Ed Sheeran,0Tel1fmuCxEFV6wBLXsEdk,2011-09-09,70,280853,0.589,0.64,0.227,0.00469,0.0248,0.182,-16.67,0.0498,74.993,2,4
Adore You,Bangerz (Deluxe Version),Miley Cyrus,5AnCLGg35ziFOloEnXK4uu,2013-10-04,70,278746,0.583,0.111,0.655,3.57e-06,0.113,0.201,-5.407,0.0315,119.759,0,4
Naked,Naked,James Arthur,7krbSH3rd8lhIZvuzTV3Bl,2017-11-24,69,234106,0.529,0.104,0.607,0.0,0.0631,0.238,-6.781,0.0574,101.966,6,4
BTBT,BTBT,B.I,7nthiiDfS9WHNHDMwmAz98,2022-05-13,80,219549,0.766,0.334,0.663,0.0,0.117,0.509,-6.932,0.175,109.967,9,4
Without Me,Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,2018-10-04,79,201660,0.752,0.297,0.488,9.11e-06,0.0936,0.533,-7.05,0.0705,136.041,6,4
Lay Me Down,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,64GRDrL1efgXclrhVCeuA0,2015-11-06,73,219535,0.468,0.919,0.19,0.0,0.107,0.326,-11.138,0.0373,125.319,4,4
Photograph,x (Wembley Edition),Ed Sheeran,6fxVffaTuwjgEk5h9QyRjy,2013,65,258986,0.614,0.607,0.379,0.000464,0.0986,0.201,-10.48,0.0476,107.989,4,4
Let Me Down Slowly,Narrated For You,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,2018-11-16,84,169353,0.652,0.74,0.557,0.0,0.124,0.483,-5.714,0.0318,150.073,1,4
idontwannabeyouanymore,dont smile at me,Billie Eilish,41zXlQxzTi6cGAjpOXyLYH,2017-12-22,80,203569,0.483,0.737,0.412,0.0,0.116,0.247,-8.461,0.0402,170.163,7,3
Apologize,Dreaming Out Loud,OneRepublic,1NrJYpdAi7uosDRPmSYrsG,2007-01-01,69,208106,0.593,0.363,0.74,2.22e-05,0.102,0.502,-6.12,0.0339,118.008,8,4
Good Day,Good Day,Jonmosslol,7HsFsPrJ2LApP7TNKn2L1i,2022-06-10,48,159272,0.783,0.00886,0.618,1.35e-05,0.626,0.927,-8.014,0.129,110.016,6,4
ocean eyes,Ocean Eyes,Billie Eilish,2uIX8YMNjGMD7441kqyyNU,2016-11-18,67,200560,0.475,0.819,0.37,0.0577,0.0841,0.157,-7.725,0.0361,144.828,4,4
Thinking out Loud,x (Deluxe Edition),Ed Sheeran,34gCuhDGsG4bRPIf9bb02f,2014-06-21,83,281560,0.781,0.474,0.445,0.0,0.184,0.591,-6.061,0.0295,78.998,2,4
Break My Heart Again,Break My Heart Again,FINNEAS,2is19a6HY7ZdWP654IMhEE,2018-02-09,64,238012,0.402,0.907,0.151,0.0,0.0941,0.483,-14.227,0.0395,144.293,4,4
Listen To Your Heart,Look Sharp!,Roxette,1qIKynV6YQZgocodkPdCy7,1988-10-19,57,328093,0.539,0.108,0.583,0.0,0.111,0.337,-4.935,0.0275,86.063,1,4
Malibu Nights,Malibu Nights,LANY,0Eqg0CQ7bK3RQIMPw1A7pl,2018-10-05,75,286928,0.559,0.701,0.422,1.99e-06,0.0853,0.191,-11.89,0.195,74.002,11,4
She Will Be Loved - Acoustic,1.22.03 Acoustic,Maroon 5,2sLS4tVaEoMYrNS67PVz0V,2004,67,276786,0.618,0.496,0.504,4.73e-06,0.698,0.58,-9.328,0.0319,98.12,11,4
Just Another Late Night,Just Another Late Night,Charlie Rogers,4CMpMSzsk6sNuq1KT34z0x,2022-06-24,44,179489,0.669,0.169,0.689,0.0,0.122,0.457,-5.721,0.0446,99.942,0,4
Something's Gotta Give,Camila,Camila Cabello,7IL3UOlcJ6nmcCMwpnlfcA,2018-01-12,62,236360,0.545,0.367,0.458,0.0,0.118,0.164,-4.6,0.0279,79.943,5,4
Stay,beerbongs & bentleys,Post Malone,4H7WNRErSbONkM06blBoGc,2018-04-27,75,204426,0.507,0.449,0.48,0.0,0.147,0.35,-5.418,0.0266,86.046,5,4
Hurt,Back To Basics,Christina Aguilera,6gDXbcILAyBa2skSdbUYq7,2006-08-14,65,243373,0.327,0.775,0.295,0.0,0.107,0.143,-6.907,0.0313,148.574,4,4
Love Me Like You Do,Fifty Shades Freed (Original Motion Picture Soundtrack),Various Artists,0Cy7wt6IlRfBPHXXjmZbcP,2018-02-09,79,253520,0.489,0.27,0.597,0.0,0.105,0.324,-6.633,0.0292,95.012,5,4
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,43zdsphuZLzwA9k4DJhU0I,2019-03-29,82,196077,0.367,0.978,0.111,3.97e-05,0.0897,0.198,-14.084,0.0972,82.642,4,4
I Can't Fall in Love Without You,So Good,Zara Larsson,4VPXFi4vFTtS9wHe6oMQaT,2017-03-17,66,180640,0.485,0.784,0.332,0.000122,0.146,0.273,-9.244,0.0338,130.813,4,4
I Hope,I Hope,Tayler Holder,4WRAJha1hu2dLMXGk3Xgox,2022-06-09,50,138218,0.608,0.539,0.477,1.51e-06,0.0962,0.492,-9.396,0.0502,114.01,8,4
Don't Forget About Me,XIII,CLOVES,4gVZhkcsZcwQ4mU1gEeXEO,2015-11-20,60,268853,0.494,0.822,0.243,0.00225,0.147,0.0722,-9.083,0.0316,126.063,5,4
Perfect,÷ (Deluxe),Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,2017-03-03,86,263400,0.599,0.163,0.448,0.0,0.106,0.168,-6.312,0.0232,95.05,8,3
Young And Beautiful,Young And Beautiful,Lana Del Rey,2nMeu6UenVvwUktBCpLMK9,2013-01-01,80,236053,0.324,0.262,0.416,3.69e-05,0.11,0.151,-8.92,0.0368,113.986,11,4
A Drop In The Ocean,The Bedroom Demos,Ron Pope,5JDcQAztvZTIkrWoZihgvC,2008-05-04,69,220239,0.447,0.785,0.393,0.0,0.28,0.564,-8.65,0.038,73.139,5,3
I Won't Give Up,Love Is a Four Letter Word (Deluxe Edition),Jason Mraz,53QF56cjZA9RTuuMZDrSA6,2012-04-13,71,240165,0.483,0.694,0.303,0.0,0.115,0.139,-10.058,0.0429,133.406,4,3
Life Is Worth Living,Purpose (Deluxe),Justin Bieber,4yWCzA44dQyp0SoeM81bUb,2015-11-13,60,234786,0.558,0.907,0.296,0.0,0.108,0.463,-9.18,0.0427,76.04,10,4
You Are For Me,You Are For Me,Tiggi Hawke,3yJoI2Jcg5YAQd6ajWwTbi,2021-11-12,51,206065,0.543,0.101,0.745,1.04e-05,0.107,0.494,-5.294,0.138,179.964,0,4
All I Want,In A Perfect World (Expanded Edition),Kodaline,0NlGoUyOJSuSHmngoibVAs,2013-06-17,82,305746,0.188,0.174,0.411,0.153,0.0843,0.159,-9.733,0.0484,187.376,0,3
You Are The Reason,Only Human (Deluxe),Calum Scott,69vToJ9BMbbLlFZo7k7A7B,2018-03-09,81,204326,0.329,0.918,0.235,0.0,0.137,0.22,-7.699,0.0303,171.006,10,3
Big Girls Don't Cry (Personal),The Dutchess,Fergie,3Q4WeJmzxuDpzMu9QjQqbM,2006-09-13,54,268120,0.708,0.205,0.641,0.0,0.0945,0.253,-4.296,0.0335,113.082,7,4
I Fall Apart,Stoney (Deluxe),Post Malone,75ZvA4QfFiZvzhj2xkaWAh,2016-12-09,80,223346,0.556,0.0689,0.538,0.0,0.196,0.291,-5.408,0.0382,143.95,8,4
Begin Again,Red,Taylor Swift,0L4YCNRfXAoTvdpWeH2RGj,2012-10-22,57,237613,0.53,0.199,0.526,3.52e-06,0.232,0.323,-8.349,0.0263,79.025,7,4
When You Love Someone,Chapters,James TW,0TXNKTzawI6VgLoA9UauRp,2019-04-26,74,216560,0.681,0.263,0.453,0.0,0.0543,0.348,-6.09,0.0278,125.772,7,4
Energy,Energy,LZ7,055CR8wJVRrYWi6fiEpf4H,2022-07-01,22,168966,0.678,0.0554,0.759,0.0,0.141,0.884,-6.838,0.112,128.025,10,4
Shot Down,American Teen,Khalid,1Ob94QesoxHSBrypyBbdfd,2017-04-27,63,207106,0.767,0.893,0.512,0.000223,0.103,0.489,-6.777,0.0591,123.921,6,4
Lose You To Love Me,Rare,Selena Gomez,4l0Mvzj72xxOpRrp6h8nHi,2020-01-10,81,206458,0.488,0.556,0.343,0.0,0.21,0.0978,-8.985,0.0436,102.819,4,4
Slide Away,Slide Away,Miley Cyrus,44ADyYoY5liaRa3EOAl4uf,2019-08-16,70,233654,0.53,0.17,0.538,2.83e-06,0.248,0.288,-6.672,0.0335,148.051,5,4
Bad Intentions,The Bedroom Tour Playlist,Niykee Heaton,5W3UniuRMkHHIpaiQo1hAW,2016-03-18,65,245722,0.747,0.26,0.716,0.0,0.0907,0.487,-5.071,0.0798,123.979,11,4
Die For You,The Highlights,The Weeknd,2bk3kDxxFLHafZDuw06Fxs,2021-02-05,62,260255,0.602,0.11,0.528,0.0,0.157,0.455,-7.152,0.0556,133.851,1,4
Lover,Lover,Taylor Swift,1dGr1c8CrMLDpV6mPbImSI,2019-08-23,84,221306,0.359,0.492,0.543,1.58e-05,0.118,0.453,-7.582,0.0919,68.534,7,4
Frunk,Sincerely Me,Joey Melrose,3HfUA8TXknZa5zKDuXSdM6,2022-05-11,45,132747,0.639,0.0802,0.567,0.0,0.173,0.536,-5.665,0.0744,159.946,7,4
