name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,kmeans
500 Days of Summer,500 Days of Summer,Grady,5PQhQUcdaUJy6t39LdOOX7,2019-06-25,53,113764,0.672,0.404,0.762,2.48e-06,0.146,0.704,-5.373,0.25,77.051,8,4,0
miss me yet (bump),miss me yet (bump),again&again,02pBOITZQS1iVuZ8ej77tL,2020-05-29,33,147861,0.785,0.475,0.488,2.13e-06,0.482,0.765,-8.124,0.239,80.016,11,4,0
RATCHET SATURN GIRL,ONEPOINTFIVE,Aminé,2q4F6OpQgx9umNB9uGFPYo,2018-08-15,55,146573,0.538,0.0378,0.605,0.0,0.159,0.657,-5.413,0.119,39.497,3,4,0
"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Revenge Of The Dreamers III: Director's Cut,Dreamville,1SYZeqExX1250udNlaEAze,2020-01-16,46,169146,0.81,0.038,0.584,0.0,0.0559,0.715,-5.364,0.339,149.814,0,4,0
Motiv8,KOD,J. Cole,1AT4xjNarTswd0UZ5FlmKF,2018-04-20,63,133921,0.869,0.135,0.385,0.0,0.0931,0.596,-7.801,0.297,149.897,4,4,0
Stan Smiths,Stan Smiths,Cannon,3aV6llTW0aRg0Db852uaC7,2019-11-01,46,207885,0.764,0.263,0.703,2.95e-06,0.192,0.839,-5.354,0.0932,100.001,0,4,0
Somebody to Love,Marbled,Abhi The Nomad,3pdHWxpeFJqai3skQcRr41,2018-02-09,51,250000,0.827,0.118,0.525,0.00674,0.107,0.883,-5.823,0.0309,119.985,6,4,0
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,2021-04-09,84,208866,0.762,0.235,0.701,0.000158,0.123,0.742,-3.541,0.0286,110.968,8,4,0
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,2021-03-19,87,198081,0.677,0.321,0.696,0.0,0.42,0.464,-6.181,0.119,90.03,0,4,0
Tangerine Skies,Tangerine Skies,Declan J Donovan,2VvHa9p1kkTmaCMq0exODA,2020-04-24,60,192000,0.756,0.0578,0.815,2e-05,0.387,0.927,-5.122,0.046,120.002,6,4,0
Way Less Sad,Way Less Sad,AJR,3cwaaelWghY5W6Lsj1K8ss,2021-02-17,38,206108,0.701,0.00843,0.547,0.0,0.0987,0.4,-8.238,0.0483,140.015,2,4,0
Just Friends,Just Friends,Virginia To Vegas,02Ygu8lo3qSknRpcBnspso,2019-05-24,65,168946,0.793,0.156,0.714,0.0,0.136,0.794,-7.562,0.193,100.036,7,4,0
I Don't Know Why,I Don't Know Why,NOTD,0ZXdzaT1k688dkpNeEgQiV,2020-05-08,71,207667,0.499,0.124,0.898,7.2e-06,0.0832,0.618,-4.181,0.124,120.04,8,4,0
Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,5f1joOtoMeyppIcJGZQvqJ,2020-07-10,77,191406,0.727,0.0469,0.626,2.58e-05,0.126,0.322,-8.415,0.0726,86.97,7,4,0
Be Kind,Be Kind,Zak Abel,5pE4OLVJh5rjaLERbUgBB2,2021-02-25,63,181516,0.929,0.068,0.67,0.0,0.318,0.938,-3.977,0.0488,120.935,8,4,0
Missing Piece,Missing Piece,Vance Joy,5YqdiryRmdAzYFlxo43hAJ,2021-05-19,74,217408,0.628,0.0155,0.877,5.97e-06,0.113,0.721,-4.205,0.046,101.992,0,4,0
Freedom,Freedom,Kygo,5Gj1wG8b12VQdEd3hUuSwo,2020-04-17,66,198635,0.715,0.127,0.635,0.0,0.0862,0.39,-6.591,0.0791,112.887,7,4,0
The Best Days (feat. Tabitha),The Best Days (feat. Tabitha),Sam Feldt,140XpWSdJ0jZEbLj9iVnPA,2020-11-20,65,161944,0.667,0.0863,0.827,0.0,0.0565,0.573,-5.631,0.0368,107.95,11,4,0
Hold On Tight,Hold On Tight,Aloe Blacc,2xytFpmHqcz6UHp1sh0SoR,2020-09-04,0,228120,0.722,0.0264,0.59,0.0,0.0793,0.368,-7.512,0.0435,104.931,2,4,0
Lean On Me,Lean On Me,Sandro Cavazza,43Hit5V2BpPq2vxvca3ysc,2020-10-09,66,182497,0.799,0.412,0.419,0.0,0.203,0.716,-7.99,0.174,156.055,6,4,0
On Me (feat. Ava Max),SCOOB! The Album,Various Artists,7k6tAZp4m93oswrPqSfBbc,2020-05-15,61,164683,0.548,0.0119,0.721,0.0,0.216,0.594,-4.466,0.0472,177.918,8,4,0
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,6FuGJB290AQMAHTfjOYVaK,2020-11-06,73,192745,0.721,0.151,0.745,1.24e-06,0.372,0.699,-3.508,0.0366,90.988,7,4,0
Someone,Strawtown,Jubël,68zNuCEl9UHTbcBltW2uDv,2020-03-27,61,181101,0.7,0.0531,0.904,8.03e-06,0.105,0.347,-4.03,0.0431,103.039,2,4,0
Fool,Fitz and The Tantrums (Deluxe Edition),Fitz and The Tantrums,7rt7ywY9yekwaYXk2Zt4Q5,2017-07-24,54,189136,0.683,0.0499,0.833,0.000858,0.161,0.537,-3.324,0.0595,136.099,8,4,0
Haven't Met You Yet,Crazy Love,Michael Bublé,4fIWvT19w9PR0VVBuPYpWA,2009-10-06,71,244586,0.615,0.152,0.733,0.0,0.109,0.796,-4.808,0.0335,122.58,8,4,0
One Foot,What If Nothing,WALK THE MOON,0iQ77tSa7ncj7zBPtVx6cU,2017-11-10,63,261372,0.582,0.00749,0.822,2.09e-06,0.818,0.471,-4.861,0.0365,100.025,0,4,0
All Night,What If Nothing,WALK THE MOON,53Y3z7kPzelQbBnhysjzlw,2017-11-10,49,222573,0.57,0.0299,0.83,0.0,0.148,0.765,-5.096,0.0579,155.014,1,4,0
Always Been You,Always Been You,Quinn XCII,76WepEyeRZgdtY6ixD5SyQ,2017-08-25,0,235720,0.731,0.334,0.588,0.0,0.278,0.449,-5.217,0.0749,80.019,3,4,0
What We've Got - Remix,What We've Got (Remix),Manatee Commune,7DhjwYugMKmwo4szfOzIfH,2016-10-21,0,240000,0.749,0.236,0.577,1.66e-05,0.676,0.629,-6.123,0.34,150.07,4,4,0
Electric Love,Dopamine,BØRNS,0BRbWiAn3TVprsotudFRvZ,2015-10-16,0,218106,0.611,0.00431,0.804,0.000633,0.2,0.536,-7.592,0.0545,120.032,6,4,0
Waterfalls,Waterfalls,Luke Christopher,6g5TQGAzfX3VN2PPbfVfvL,2017-06-23,34,198142,0.567,0.046,0.714,0.0,0.0871,0.292,-5.577,0.138,149.108,6,4,0
What Lovers Do (feat. SZA),What Lovers Do (feat. SZA),Maroon 5,4mxWSdf71VFO52qFeY0fZt,2017-08-30,0,199849,0.795,0.0767,0.608,2.92e-06,0.0853,0.386,-5.222,0.0694,110.001,5,4,0
New Orleans,Wide Awake,Parachute,7wPSzISlWhkD0DGxrYvbM2,2016-03-11,0,246146,0.59,0.0312,0.754,0.0,0.367,0.121,-6.539,0.039,127.082,9,4,0
Dancing in the Moonlight,Onka's Big Moka,Toploader,3Fzlg5r1IjhLk2qRw667od,2000,78,232693,0.632,0.0624,0.856,0.0,0.347,0.867,-3.463,0.0348,119.397,10,4,0
Shut Up and Dance,TALKING IS HARD (Expanded Edition),WALK THE MOON,0kzw2tRyuL9rzipi5ntlIy,2014-12-02,65,199080,0.578,0.00701,0.866,0.0,0.257,0.619,-3.804,0.0619,128.038,1,4,0
Sundown Syndrome,Sundown Syndrome / Remember Me,Tame Impala,04s46zhESDMuqdH7hPV5pZ,2009-01-01,0,349333,0.2,0.0952,0.725,0.494,0.135,0.326,-4.88,0.0377,69.075,8,4,0
waves - Tame Impala Remix,Rogue Waves,Miguel,3lB0GMiI5KxDbTOG8V3bOx,2016-02-26,68,253346,0.529,0.308,0.894,5.38e-06,0.254,0.543,-3.599,0.0412,108.024,2,4,0
Violet,Disappear Here,Bad Suns,6ptZoAdbOPkBZ4ObIHZvGh,2016-09-16,0,198400,0.676,0.00829,0.882,0.0,0.051,0.749,-4.424,0.0391,103.037,1,4,0
High You Are,High You Are (Remixes),What So Not,6zpCJDhdpHPZCcFCJZDqX5,2013-10-08,0,213340,0.69,0.0557,0.857,0.11,0.0341,0.409,-5.613,0.0405,136.99,10,4,0
My My My!,My My My!,Troye Sivan,2Tq2R8sRftNEqdgJK5HadO,2018-01-11,0,204726,0.699,0.00433,0.479,9.58e-05,0.0435,0.462,-7.83,0.0919,102.959,1,4,0
Not Going Home,Not Going Home,DVBBS,2PuHj0tUOKud6fVKTZUXRO,2016-11-18,0,194960,0.749,0.0938,0.747,1.17e-05,0.256,0.475,-6.457,0.121,109.063,6,4,0
Focus (feat. L Marshall),Focus (feat. L Marshall),Life of Dillon,7wB9B1pIfE2kH0PvBMVgMQ,2017-03-24,38,210559,0.616,0.153,0.788,0.0,0.198,0.544,-3.208,0.192,172.827,6,4,0
One More Weekend,One More Weekend,Audien,0dzKKW6FzIT7C38BdQBbgw,2017-03-31,52,200586,0.667,0.387,0.899,0.0,0.0712,0.389,-2.144,0.0411,110.005,2,4,0
Mine,Mine,Bazzi,6tHWl8ows5JOZq9Yfaqn3M,2017-10-12,0,133994,0.716,0.014,0.805,3.1e-06,0.291,0.719,-3.839,0.0856,142.886,4,4,0
More Than You Know,More Than You Know,Axwell /\ Ingrosso,71bBFbfn2OBK5QwUJSLS44,2017-07-28,0,203000,0.642,0.0274,0.733,0.0,0.266,0.519,-5.001,0.0343,123.075,5,4,0
Soarin,COSMIC,Bazzi,4pabDIdwjv80lbsx7XcNwZ,2018-04-12,53,177104,0.45,0.0635,0.674,0.0,0.381,0.211,-5.268,0.0332,76.882,0,4,0
Paradise,Soul Searching,Bazzi,0Rx0DJI556Ix5gBny6EWmn,2019-08-09,76,169038,0.844,0.0828,0.644,0.0,0.113,0.591,-6.273,0.0479,122.061,11,4,0
Young & Alive,Young & Alive,Bazzi,5RsKelNxucrDxgMbZ3vd3W,2020-03-05,67,160465,0.716,0.326,0.563,0.0,0.119,0.495,-5.486,0.0425,86.005,3,4,0
3:15,COSMIC,Bazzi,6pmZMP2ET1OJi5rKfLO8jD,2018-04-12,67,167018,0.651,0.385,0.654,0.0,0.181,0.539,-5.481,0.0466,141.975,1,4,0
Star,COSMIC,Bazzi,2JuIs3XJlYPy8vBO66CEkJ,2018-04-12,59,169872,0.694,0.3,0.389,0.0,0.158,0.409,-5.41,0.0706,90.984,8,4,0
New Light,New Light,John Mayer,3bH4HzoZZFq8UpZmI2AMgV,2018-05-10,5,216014,0.828,0.325,0.689,0.0384,0.0808,0.853,-7.878,0.0326,123.931,7,4,0
Bloom,Bloom,Troye Sivan,1hSOt9IeshMkuKP9ri4hOf,2018-05-02,0,222096,0.708,0.031,0.701,0.0,0.392,0.504,-5.196,0.0328,120.932,0,4,0
Let Me,Let Me,ZAYN,7Fg342AJtNsIDdwCfX0paC,2018-04-12,0,185702,0.46,0.239,0.567,6.04e-06,0.0934,0.189,-5.637,0.0515,168.419,9,4,0
Nevermind,Nevermind,Dennis Lloyd,63SevszngYpZOwf63o61K4,2017-06-30,76,156600,0.6,0.159,0.688,1.29e-05,0.409,0.0793,-8.339,0.201,99.977,5,4,0
8TEEN,American Teen,Khalid,5bgwqaRSS3M8WHWruHgSL5,2017-04-27,78,228600,0.83,0.225,0.585,0.00209,0.0576,0.642,-5.802,0.0366,105.03,1,4,0
Sangria Wine,Sangria Wine,Pharrell Williams,6XlSyYFTU1nodeWwwzVgTV,2018-05-18,58,202853,0.831,0.181,0.713,0.0,0.0572,0.69,-3.646,0.094,132.109,1,4,0
iMissMe (feat. Khalid),Light of Mine,KYLE,7EXHUG8EomBQs9Bg6CrJC3,2018-05-18,42,189693,0.847,0.0639,0.699,0.0,0.321,0.845,-5.595,0.19,113.959,5,4,0
If You're Over Me,If You're Over Me,Years & Years,01k24g94i1JvkFLQmVEdCd,2018-05-10,57,189000,0.647,0.0615,0.853,0.0,0.062,0.618,-4.516,0.0904,103.846,8,4,0
Peach Jam,Peach Jam,88rising,0g1ubvq5Ynq27vMyy2iql3,2018-07-17,0,161713,0.857,0.0175,0.668,0.000595,0.101,0.624,-6.816,0.052,89.986,7,4,0
Dopamine,Dopamine,BØRNS,62ZXL1CWLJDiDWUZUhfLfU,2015-10-16,58,224373,0.551,0.0155,0.813,5.82e-06,0.105,0.568,-4.25,0.0621,97.557,5,4,0
Backyard Boy,BeVerly Hills BoYfRiEnd,Claire Rosinkranz,0y9fkzOaaQy4Up22BGUbIp,2020-06-08,0,129240,0.819,0.336,0.642,0.0,0.0735,0.452,-7.037,0.189,138.026,5,4,0
Cemetery,Dreamland,COIN,5czZkLGepjburbkbEaCfm4,2020-02-21,59,177106,0.652,0.124,0.8,1.87e-05,0.121,0.933,-7.37,0.0313,126.985,9,4,0
Runaway Baby,Doo-Wops & Hooligans,Bruno Mars,7hCNBVRhHzcsRAv0TQnOzq,2010-10-05,72,148448,0.658,0.263,0.762,0.0,0.127,0.823,-3.028,0.0425,163.864,10,4,0
Ride with Me,Ride with Me,Pink Sweat$,7myHieI8mFicl4gaFlo6DS,2020-04-10,50,165114,0.726,0.0294,0.775,0.0,0.102,0.65,-4.661,0.0542,102.995,0,4,0
Honey In The Summer,Honey In The Summer,PUBLIC,69KERH8EU5P2VwxWlmOVcU,2020-05-08,55,200000,0.784,0.0192,0.589,8.35e-05,0.221,0.725,-7.546,0.0378,114.066,8,4,0
I Feel Good About This,I Was Starting to Wonder,The Mowgli's,7d06uajfr1DZUeKVCaE9BS,2018-08-17,63,201527,0.525,0.00428,0.841,0.0,0.146,0.495,-6.053,0.0419,119.864,7,4,0
When We Were Young,When We Were Young,Lost Kings,4mEILaBM7bKZqKAun5tABu,2018-05-11,62,193911,0.547,0.00871,0.789,0.0,0.1,0.345,-5.619,0.042,129.916,8,4,0
Last Call,Last Call,Hudson Thames,5j0ZoiJoX24rXVrLKRBr11,2018-10-12,49,216346,0.658,0.191,0.72,0.0,0.356,0.548,-6.075,0.0298,140.864,5,4,0
Brooklyn In The Summer,Brooklyn In The Summer,Aloe Blacc,5bTysxqGHXdSGiZVgljzCY,2018-05-11,56,208214,0.656,0.0914,0.514,0.0,0.058,0.818,-5.27,0.0672,120.073,5,4,0
Rum n Tequila,if we never met,John K,3kSmaObYtsjFbusk0HBBuX,2019-04-26,59,137720,0.611,0.117,0.699,0.0,0.0632,0.749,-5.183,0.0365,154.77,9,4,0
Cool Again,Lenses,Shoffy,4CFJuKGq5CiGF95M2Jrw3S,2018-11-16,60,191935,0.803,0.443,0.449,3.32e-05,0.127,0.655,-6.861,0.0745,90.077,11,4,0
SUPERBLOOM,SUPERBLOOM,MisterWives,2HvtedoEeymVWrBPyAMNwZ,2020-07-24,71,213546,0.558,0.191,0.889,0.000387,0.328,0.716,-3.945,0.102,170.102,8,4,0
Candle,The Story of Us (Deluxe),Quinn XCII,0XNu9Mqd7TLnKRNVHpe6T5,2018-02-16,52,214520,0.77,0.124,0.703,0.0,0.0626,0.873,-6.032,0.0358,94.959,3,4,0
Coffee (feat. Marc E. Bassy),A Letter To My Younger Self,Quinn XCII,4CxmynXhw78QefruycvxG8,2020-07-10,63,180053,0.831,0.0803,0.452,0.0,0.359,0.534,-5.111,0.047,93.04,5,4,0
Another Day in Paradise,Change of Scenery,Quinn XCII,0cTmZAWgUFAPQXj2ZNgU8T,2015-04-28,64,255000,0.653,0.161,0.802,0.0,0.143,0.56,-5.308,0.0666,167.952,11,5,0
Bootleggin',Bloom,Quinn XCII,7chGcwxCmhTxcVFGLmAqIh,2016-03-11,48,203500,0.825,0.12,0.504,0.0,0.148,0.476,-6.026,0.052,123.973,0,4,0
Bones,Bloom,Quinn XCII,1TATUVQu9PnxtKItMjOUp5,2016-03-11,38,222000,0.761,0.0113,0.745,0.0,0.383,0.499,-7.672,0.033,94.006,2,4,0
Native Tongue,Change of Scenery,Quinn XCII,3VcH5dZY7O4yLePLJYUkDq,2015-04-28,48,178000,0.59,0.372,0.671,0.0,0.0795,0.26,-4.97,0.0722,135.088,11,4,0
Demon,Change of Scenery,Quinn XCII,4rZRg24LKa0DxKB98nRZne,2015-04-28,44,200000,0.801,0.192,0.631,0.0,0.338,0.584,-4.999,0.0477,93.013,3,4,0
Good Day,Scaled And Icy,Twenty One Pilots,3uwYgNxFDfx1GoLB6tLoUn,2021-05-21,63,204400,0.684,0.11,0.677,0.00975,0.34,0.37,-7.355,0.0401,142.048,7,4,0
Never Take It,Scaled And Icy,Twenty One Pilots,1edgaGx2x2AQeWtL2OPEMW,2021-05-21,60,212706,0.747,0.00997,0.733,0.0043,0.0703,0.775,-5.724,0.0278,117.973,9,4,0
Jealousy (feat. blackbear),Jealousy (feat. blackbear),Mike Posner,3MxvnLsw2nx9W12svVvmyr,2021-05-21,55,211694,0.827,0.0237,0.605,1.68e-05,0.111,0.938,-6.194,0.0509,107.947,4,4,0
Take It Easy,Horizons,Surfaces,5Pgq1Gfeth2CuUhyCXwlfC,2020-02-28,63,212849,0.765,0.236,0.689,7.39e-06,0.114,0.497,-5.616,0.0456,144.958,6,4,0
Good Time,Good Time,Ocean Park Standoff,7cPKQeCtGjRjoFVw6ub5rS,2019-02-08,57,172944,0.708,0.0106,0.62,6.08e-06,0.354,0.912,-5.903,0.125,145.073,8,4,0
Everything's Good,Everything's Good,Phil Good,2LIPW0iUWjLTuOCnWRn840,2020-05-29,55,183150,0.878,0.497,0.777,1.91e-05,0.139,0.968,-4.241,0.0503,123.976,8,4,0
Come Around,Whatever USA,Hoodie Allen,2zkhW5YaOPPaPgNWXmjTjF,2019-08-16,60,166695,0.726,0.363,0.727,0.0,0.231,0.815,-4.919,0.0969,77.543,9,4,0
Sour Patch Kids,Lazy Fair,Bryce Vine,5DJNyvuMmZfsfvdTpMMmUq,2014-04-22,69,252546,0.523,0.0144,0.783,1.71e-05,0.219,0.581,-5.084,0.0545,76.588,9,4,0
I'm Not Alright,I'm Not Alright,Loud Luxury,7Ht0v0LWBCOEjmNQ0iMpNr,2019-07-12,44,185061,0.876,0.0812,0.856,1.29e-06,0.457,0.685,-3.884,0.0486,121.991,4,4,0
Kilby Girl,When We Were Friends,The Backseat Lovers,1170VohRSx6GwE6QDCHPPH,2019-01-27,79,282205,0.329,0.0578,0.444,0.0352,0.113,0.225,-9.973,0.0417,162.279,1,4,0
Davy Crochet,When We Were Friends,The Backseat Lovers,1w9B61OdLdnjzZIUYmy0bd,2019-01-27,56,176617,0.74,0.164,0.443,0.00193,0.108,0.619,-10.782,0.0369,123.967,0,4,0
Pursuit Of Happiness - Extended Steve Aoki Remix,Pursuit Of Happiness [Extended Steve Aoki Remix (Explicit)],Kid Cudi,5PX4uS1LqlWEPL69phPVQQ,2012-01-01,76,373626,0.722,0.00949,0.687,0.00413,0.0462,0.619,-5.189,0.0556,128.013,0,4,0
Escape (The Pina Colada Song),'70s Pop #1's,Various Artists,79Dl8iYn0PFQG2wqDxPlQU,2007-01-01,57,276413,0.818,0.357,0.692,9.42e-06,0.127,0.934,-8.79,0.0529,139.695,0,4,0
Dancing in the Moonlight,Dancing In The Moonlight: The Best Of Toploader,Toploader,1FHNctV68GUNLgXclG2DtR,2009-04-22,68,233373,0.639,0.0528,0.845,0.0,0.336,0.871,-3.333,0.0372,119.48,0,4,0
Wake Me Up Before You Go-Go,Make It Big,Wham!,5XsMz0YfEaHZE0MTb1aujs,1984-10-23,0,230693,0.618,0.186,0.764,0.0,0.12,0.876,-6.027,0.0562,81.366,0,4,0
September,"The Best Of Earth, Wind & Fire Vol. 1","Earth, Wind & Fire",0eEncOnmSHqnm1sgXsjUSA,1978-11-23,0,215093,0.697,0.168,0.832,0.00131,0.269,0.979,-7.264,0.0298,125.926,9,4,0
Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,05wIrZSwuaVWhcv5FfqeH0,1985,80,238733,0.596,0.0116,0.869,0.173,0.0678,0.944,-11.97,0.037,109.902,10,4,0
Heaven Is A Place On Earth,Heaven On Earth,Belinda Carlisle,58mFu3oIpBa0HLNeJIxsw3,1987-10-05,68,247293,0.64,0.031,0.81,2.22e-06,0.0492,0.804,-10.19,0.033,122.868,4,4,0
Big Dreams,Badkid,Bakar,0I6rPjtBatbnqWzqvQhvp4,2018-05-22,53,153437,0.635,0.00491,0.89,0.0,0.0731,0.533,-6.182,0.0769,180.045,11,4,0
Sunshine,Automatic World,The Brummies,5PrevGdtYeCjbSgAxq9J5a,2020-11-13,47,186679,0.597,0.361,0.704,0.0,0.122,0.829,-5.799,0.0555,74.0,4,4,0
Can You Handle My Love??,Can You Handle My Love??,WALK THE MOON,7GKMstqz3UYkFvlX93qCyz,2021-07-14,54,256320,0.689,0.0373,0.863,1.55e-05,0.0958,0.576,-5.962,0.0348,105.044,9,4,0
Bump,Bump,Cash Campbell,0CuDiH5NByqCBhpUJJ8LdK,2019-11-01,47,203946,0.769,0.311,0.825,0.0,0.456,0.832,-4.926,0.101,124.026,11,4,0
Kaleidoscope,When the Morning Comes,A Great Big World,2SkJKMfjpYsNv0KWOxiegX,2015-11-13,63,229320,0.709,0.0182,0.913,0.0,0.167,0.519,-5.148,0.0748,108.024,7,4,0
Bang Bang,Troubadour,K'NAAN,61YzdCCBPM5Pc7lIiD5i8C,2009,71,186533,0.623,0.0785,0.901,0.0,0.0251,0.896,-4.402,0.182,179.985,10,4,0
Rise Above,Damaged,Black Flag,4kFfFe38CRVnTsakUTL4E4,1981,55,146560,0.374,0.119,0.816,8.01e-06,0.0808,0.138,-13.88,0.0578,104.56,2,4,0
Attitude,Bad Brains,Bad Brains,2yQMdhTWfpYBWvR1zAexED,1982,0,79853,0.173,0.000253,0.885,0.000216,0.193,0.213,-11.475,0.0653,165.814,9,4,0
Minor Threat,First Two 7s,Minor Threat,7L7rEquwHEQs1XqN7EUhgG,1984,0,91240,0.276,0.00101,0.91,0.0014,0.276,0.935,-7.465,0.0491,166.469,2,4,0
Live Fast Die Young,Group Sex,Circle Jerks,12OdPauMcbJ6d0VcKjeCgM,1980,0,93600,0.507,0.095,0.883,0.000129,0.0673,0.805,-9.389,0.0357,108.275,4,4,0
I Don't Need Society,The Dirty Rotten CD,D.R.I.,6vTSyIt0CUXaB6mDWjFsBA,2007-01-09,35,76946,0.379,0.00165,0.922,0.068,0.256,0.352,-5.693,0.175,119.149,5,4,0
Who Are You??,Side B,Void,6oVoFa1a6YqQrCAoAUfSMA,2010-12-02,13,141560,0.226,0.000478,0.91,0.695,0.203,0.186,-9.146,0.177,92.901,0,4,0
I Shot The Devil,Suicidal Tendencies,Suicidal Tendencies,1O546awreywj6009LmiYrz,1983-07-01,0,111200,0.407,0.00368,0.966,1.63e-06,0.15,0.181,-8.561,0.137,104.096,4,4,0
Something I Learned Today,Zen Arcade,Hüsker Dü,523qoxtSZJE2io945dAkVk,1984-01-01,44,122560,0.406,0.0033,0.963,0.000515,0.11,0.342,-10.842,0.0408,104.729,4,4,0
California Uber Alles,Jon Savage Presents Black Hole - Californian Punk 1977-80,Various Artists,2WH1MBYu7eCd1fDs9keLAI,2010-11-15,0,208306,0.241,0.106,0.857,0.00025,0.143,0.65,-6.14,0.126,163.589,8,4,0
Hear Nothing See Nothing Say Nothing,Hear Nothing See Nothing Say Nothing,Discharge,2mpx1DORqOCm3JxljOGcMs,1982,0,90386,0.188,3.48e-06,0.978,0.00237,0.124,0.226,-3.037,0.195,154.579,1,4,0
We Gotta Know,The Age of Quarrel,Cro-Mags,4Z3VVXMLfvU3J1VPcblVWI,1986-09-12,24,199613,0.338,0.000156,0.979,0.00199,0.137,0.0808,-4.623,0.0902,105.259,8,4,0
Amoeba,Adolescents,Adolescents,3liFiHiH5TWRqJx1K14DDe,1981,0,186626,0.403,6.9e-05,0.965,0.00243,0.78,0.521,-7.342,0.0588,94.566,4,4,0
New Direction,Start Today,Gorilla Biscuits,7CdGO6KJg20UAAXl7CW8q6,1989-07-14,43,149133,0.356,0.00321,0.983,2.39e-06,0.246,0.19,-4.354,0.136,137.374,6,4,0
I Love Livin' in the City,The Record,Fear,0qHt7KGw9LPm4Ms4qUZlSd,1981-01-01,40,125040,0.547,0.00115,0.839,0.0,0.433,0.343,-9.521,0.0709,95.611,5,4,0
Banned In D.C.,Bad Brains,Bad Brains,6MYusHmom4vpQN4qGyHl0h,1982,0,132786,0.139,0.000612,0.712,0.816,0.0983,0.689,-12.103,0.0399,152.933,9,4,0
Sneakers,Minor Disturbance,Teen Idles,1rmennvo73CrzQPCrYU6o5,1980,18,88493,0.325,0.000537,0.898,5.58e-05,0.193,0.306,-11.991,0.0692,102.488,1,1,0
Takin' a Ride,"Sorry Ma, Forgot to Take out the Trash",The Replacements,2c2HQH3k6C9LLjLAKGeMxn,1981-08-25,22,143266,0.408,0.00329,0.89,2.87e-06,0.699,0.782,-7.393,0.052,93.127,4,4,0
Chartered Trips,Zen Arcade,Hüsker Dü,7jmIBvIkPcAR6yzbR7YsJH,1984-01-01,33,219400,0.327,0.00446,0.961,0.00939,0.308,0.31,-10.603,0.0533,107.484,1,4,0
Straight Edge,First Two 7s,Minor Threat,1xXKacUn8XhZ2ifv05RjL1,1984,0,47226,0.251,0.00098,0.958,0.00408,0.313,0.748,-6.383,0.0685,189.067,5,4,0
Fuck Armageddon...This Is Hell,How Could Hell Be Any Worse? (Re-Issue),Bad Religion,46czomX2ayQ4a6HrZR3O78,1982-01-12,0,168773,0.278,0.0271,0.88,0.0,0.329,0.18,-5.894,0.0657,78.385,2,4,0
Straight Jacket,The Punch Line,Minutemen,5j9PnyFCKuoKuvncJuhKOH,2006-01-24,19,59733,0.486,0.0045,0.495,0.0666,0.0458,0.508,-13.415,0.0731,106.8,8,4,0
The Possibility of Life's Destruction,Hear Nothing See Nothing Say Nothing,Discharge,3wwouNU73E0pcfXkfcYSJJ,1982,0,74360,0.0913,2.82e-05,0.98,0.0,0.0985,0.0396,-2.133,0.0833,164.338,0,4,0
I'm The One,Everything Sucks,Descendents,4d9LC9QoGja5M3en0HWUq1,1996,0,135133,0.391,0.0102,0.968,7.01e-05,0.446,0.647,-6.324,0.0625,90.481,0,4,0
I Hate Children,Adolescents,Adolescents,2xHvRPKT306R2QcOEoslQc,1981,0,105466,0.322,0.000591,0.947,0.0,0.347,0.62,-7.261,0.0445,148.222,2,4,0
"New Wave Sucks - Positively D.O.A. 7"" EP 1981",Punk Rock Singles 1978-1999,D.O.A.,5p7JZOOiMpNBHvDfle8aZU,2007-06-19,0,86533,0.436,0.000618,0.975,7.84e-06,0.0659,0.388,-5.183,0.161,119.659,7,4,0
Customer,"Sorry Ma, Forgot to Take out the Trash",The Replacements,6acyCHhyJxayb3fG5z4Ls5,1981-08-25,22,89173,0.39,0.00129,0.914,0.0,0.889,0.625,-7.053,0.0621,110.772,4,4,0
I Against I,I Against I,Bad Brains,2Q1eMd5WFmOOI90cytHAtT,1986,47,170706,0.342,0.0183,0.934,0.00239,0.252,0.431,-11.511,0.0594,112.096,7,4,0
I'll Never Forget You,Zen Arcade,Hüsker Dü,6jico9Z2EAWo6mZURyK8BJ,1984-01-01,28,139773,0.283,5.95e-05,0.955,0.00171,0.0785,0.334,-11.142,0.0692,128.936,2,3,0
Bob Dylan Wrote Propaganda Songs,What Makes a Man Start Fires?,Minutemen,2ZcoUqFJBucCbnKEuEMb1V,2006-01-24,23,89466,0.446,2.99e-05,0.978,0.865,0.0996,0.328,-7.804,0.0751,145.429,4,4,0
Knowledge,Operation Ivy,Operation Ivy,1SCJCsVBXtHbeqfXYH4Q66,2007-11-05,0,102106,0.42,0.262,0.947,6.52e-05,0.416,0.51,-4.269,0.119,92.027,5,4,0
