mood,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Energetic,Gold Digger,Late Registration,Kanye West,1PS1QMdUqOal0ai3Gt7sDQ,2005-08-30,80,207626,0.629,0.0195,0.696,0.0,0.0554,0.623,-5.572,0.348,93.034,1,4
Energetic,Narrow Road (feat. Lil Baby),Narrow Road (feat. Lil Baby),NLE Choppa,3GZd1aDsgKL71Kt3VIp0hc,2020-07-30,61,240297,0.614,0.0306,0.553,0.0,0.203,0.161,-8.225,0.169,159.999,7,4
Energetic,I Got 5 On It,Operation Stackola,Luniz,4IYKjN1DrYzxKXt0umJqsG,1995-01-01,75,253533,0.6,0.209,0.706,0.0,0.125,0.58,-7.899,0.361,173.926,10,4
Energetic,Burn The Hoods,Burn The Hoods,Ski Mask The Slump God,34PhB0kHT00utubP3aTau8,2020-07-24,64,102960,0.871,0.196,0.715,0.0,0.14,0.378,-7.828,0.147,150.955,3,4
Energetic,Bad and Boujee (feat. Lil Uzi Vert),Culture,Migos,4Km5HrUvYTaSUfiSGPJeQR,2017-04-07,48,343150,0.926,0.0611,0.666,0.0,0.123,0.168,-5.314,0.244,127.079,11,4
Energetic,Jumpman,What A Time To Be Alive,Drake,27GmP9AWRs744SzKcpJsTZ,2015-09-20,73,205879,0.852,0.0559,0.553,0.0,0.332,0.656,-7.286,0.187,142.079,1,4
Energetic,Clique,Kanye West Presents Good Music Cruel Summer,Various Artists,7eW9cHOAHmYqphs5tWXETw,2012-01-01,2,293613,0.71,0.0601,0.555,0.0,0.227,0.303,-5.942,0.295,109.204,9,5
Energetic,Poetic Justice,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2P3SLxeQHPqh8qKB6gtJY2,2012,73,300160,0.779,0.157,0.572,0.0,0.246,0.647,-9.985,0.378,135.956,6,4
Energetic,Who TF Up in My Trap,Top Shotta,NLE Choppa,1Pyop9EzExU4XxUbEkRHXu,2020-08-07,0,144534,0.621,0.0273,0.799,0.0,0.231,0.687,-4.94,0.0723,173.087,2,4
Energetic,Top Shotta Flow,Top Shotta,NLE Choppa,4vxJSZUwtaRKaMhACjvurQ,2020-08-07,0,166741,0.759,0.0186,0.62,0.0,0.0855,0.834,-6.889,0.363,149.975,11,4
