name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,kmeans
Replaced,When Stars Align,Sik World,6JbdMKrsmcYAzz5RJlbfkg,2019-09-06,46,136666,0.541,0.856,0.47,0.0,0.116,0.375,-9.945,0.0714,106.079,8,3,1
Disarray,Disarray,III-SCAR,4P37g3UQiacIfWSuAS5TVi,2021-06-03,31,204191,0.54,0.759,0.381,0.00022,0.114,0.0788,-10.54,0.0796,79.74,7,4,1
Insecurities,Insecurities,Jan Metternich,512OLJZhzWfY1q5YBilERp,2020-07-17,40,137806,0.587,0.313,0.421,0.143,0.124,0.418,-17.249,0.0409,155.02,2,4,1
Wrong,Wrong,Jan Metternich,67ItCIEIfqBXzy6iWwGuhG,2020-08-21,43,127142,0.651,0.365,0.224,0.0482,0.0756,0.119,-17.877,0.128,167.953,0,4,1
Kitchen Sink,Kitchen Sink,Genesis Ritchot,0baEuNfCAnahq2e5PhJPrn,2021-04-23,49,218368,0.362,0.886,0.456,0.000662,0.0794,0.175,-11.277,0.0422,108.128,7,4,1
Eyes Blue Like The Atlantic (feat. Subvrbs),Eyes Blue Like The Atlantic (feat. Subvrbs),Sista Prod,0qUcpOOna3kkrwfqky85e1,2020-07-20,72,154599,0.768,0.608,0.339,0.000956,0.261,0.568,-13.169,0.777,76.229,0,4,1
Fiend (feat. wavvyboi),Codex II,Aaryan Shah,0xYlNTEF9peTxgqqrENldW,2021-11-12,41,178750,0.677,0.796,0.446,0.0,0.108,0.356,-7.397,0.0291,109.974,6,4,1
On My Mind,On My Mind,Jan Metternich,1XjmuBCoZIXDuzu90RZ3zh,2020-03-20,36,130037,0.83,0.483,0.26,0.00293,0.131,0.639,-17.686,0.0483,119.973,6,4,1
Pain,Fearless,Josh A,39LJCSHy7nB1akjmhMQ7Y7,2019-01-12,75,188041,0.789,0.525,0.509,7.55e-06,0.0936,0.61,-8.629,0.277,75.009,6,4,1
Love Is a Drug,Thbk.,Papithbk,0vQM29chWYNTrqPoirulxI,2018-10-24,51,97906,0.841,0.791,0.406,0.0,0.0872,0.384,-12.389,0.358,110.061,7,4,1
Whatever They Say,Whatever They Say,Jan Metternich,4DhnpLvIikS85G4C5lxMd5,2019-11-27,37,198857,0.622,0.691,0.201,0.0,0.167,0.165,-14.859,0.0432,139.945,4,4,1
Be Alright,A Place We Knew,Dean Lewis,5qrSlOut2rNAWv3ubArkNy,2019-03-22,75,196493,0.551,0.705,0.537,0.0,0.0802,0.493,-7.595,0.034,126.421,11,4,1
Everybody Dies In Their Nightmares,17,XXXTENTACION,3GVkPk8mqxz0itaAriG1L7,2017-08-25,84,95466,0.734,0.847,0.57,2.14e-05,0.112,0.689,-7.066,0.133,129.953,7,4,1
Outta My Head,Outta My Head,Jan Metternich,2UJvads57r87dFsqwRjqlm,2020-10-30,40,128000,0.61,0.619,0.307,0.000919,0.116,0.49,-16.618,0.0451,150.004,10,4,1
Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,4ZLzoOkj0MPWrTLvooIuaa,2018-10-08,80,179080,0.498,0.72,0.235,0.0,0.144,0.0895,-16.541,0.188,118.917,1,4,1
Ruthless (Nice Guys Always Finish Last),Oso Different,MarMar Oso,6HeCk6yewXH7WO4D93eub9,2019-08-14,72,233023,0.724,0.388,0.269,0.0,0.0808,0.866,-15.465,0.0456,86.042,5,4,1
Walk Away,Natsukashii,SadBoyProlific,1FZNiU5U4xXuGQMpO6OdGz,2018-12-24,10,120215,0.717,0.766,0.373,0.0,0.0989,0.279,-14.132,0.401,99.921,1,4,1
the remedy for a broken heart (why am I so in love),?,XXXTENTACION,4UKCKdYiLN6IMA5ZESUTL7,2018-03-16,80,160184,0.699,0.779,0.304,0.000993,0.137,0.271,-11.192,0.0993,119.705,1,4,1
Tell Me Why I'm Waiting,Tell Me Why I'm Waiting,creamy,54DStFYEe4uNpyauoxvGmI,2020-08-31,6,139337,0.762,0.507,0.212,0.125,0.104,0.202,-12.901,0.0761,124.933,11,4,1
Hold on to Me,Hold on to Me,creamy,0HL7lTKXJIYlUhPdICVPz7,2020-08-31,43,96940,0.784,0.505,0.346,4.57e-05,0.131,0.459,-6.492,0.0604,56.893,7,4,1
I Know You so Well,I Know You so Well,creamy,5LXJUjQ4ycT88GCltIjdws,2020-08-31,49,110889,0.749,0.338,0.266,0.00587,0.194,0.488,-10.966,0.0468,65.021,0,4,1
So Long,So Long,creamy,6Jrbs4Du8JYyzWN32L6ltd,2020-08-31,34,118883,0.612,0.379,0.183,0.00237,0.203,0.259,-13.986,0.242,145.08,9,3,1
death bed (coffee for your head),death bed (coffee for your head),Powfu,7eJMfftS33KTjuF7lTsMCx,2020-02-08,83,173333,0.726,0.731,0.431,0.0,0.696,0.348,-8.765,0.135,144.026,8,4,1
I Don't Want,Safe.,Sarah Meow,449qkAvm7GJQaPUoatLRvo,2019-06-10,0,105000,0.591,0.938,0.183,0.0261,0.112,0.784,-12.821,0.169,170.1,0,5,1
I'll Keep You Safe,Safe.,Sarah Meow,2HUuFBmz9mYhJJZGk90Dec,2019-06-10,0,116869,0.734,0.927,0.231,0.00461,0.154,0.357,-16.124,0.11,115.105,7,4,1
Imagination,Safe.,Sarah Meow,3sVlvHkFjyIrU8qeejurdP,2019-06-10,0,110181,0.5,0.959,0.143,0.169,0.184,0.233,-11.517,0.122,82.195,7,3,1
Alexis,Trap Jack 2,Joey Trap,54yT3t8hSaJUvdHer3ZaB1,2017-10-08,64,83000,0.839,0.741,0.539,0.0,0.0966,0.645,-9.238,0.0926,124.921,0,4,1
Let Go - Acoustic,Same Kind Of Different (Acoustic),Dean Lewis,2CzlEB0iyo9sTny0tWFYCT,2017-11-17,0,165729,0.547,0.912,0.232,0.0,0.074,0.467,-11.838,0.0462,77.42,10,3,1
Someone You Loved,Breach,Lewis Capaldi,2TIlqbIneP0ZY1O0EzYLlc,2018-11-08,74,182160,0.501,0.751,0.405,0.0,0.105,0.446,-5.679,0.0319,109.891,1,4,1
Idgaf,Still Lost,Sik World,3Y6L3oiUydJIGsmk5zHlDO,2017-12-11,57,231857,0.789,0.38,0.652,1.57e-06,0.091,0.0775,-9.734,0.219,139.981,4,4,1
Reflection,Still Lost,Sik World,3AaHVL2PTTN8AAbA48WMo8,2017-12-11,54,222979,0.802,0.539,0.566,4.09e-06,0.134,0.153,-9.816,0.145,140.099,11,4,1
Toxic,When Stars Align,Sik World,5NBEl27iFyBfDiXMdxlnNb,2019-09-06,36,146865,0.792,0.606,0.523,0.0,0.168,0.528,-7.596,0.0587,133.979,5,4,1
Moment of Silence,Torn Between Pages,Lucidious,0XBf3lA3mUwWmDk5bUOiZh,2016-09-13,55,349384,0.634,0.392,0.597,7.43e-05,0.0986,0.0363,-10.179,0.198,129.607,4,4,1
Patient,Patient,Sarah Meow,6mfwLVY5tLV6bC6nXJWIl4,2019-05-06,0,123749,0.548,0.709,0.31,0.751,0.185,0.135,-10.903,0.0378,80.886,1,4,1
Alone,Alone,SadBoyProlific,6tAqYm2Wcy2yrPixShJMS6,2018-11-10,5,160104,0.87,0.481,0.341,0.0027,0.329,0.436,-14.15,0.439,119.054,9,4,1
Mistakes & Heartbreaks,Mistakes & Heartbreaks,Jan Metternich,0tUvPAQopgxsLbLddLQjIH,2020-04-24,43,192026,0.699,0.75,0.256,0.00136,0.105,0.588,-18.752,0.0327,135.023,2,4,1
Wonder If You Wonder,Dreaming With Our Eyes Open,Witt Lowry,2fnwiUU3LEvEy7xByzzaDV,2015-09-25,52,235264,0.552,0.553,0.689,0.0,0.105,0.665,-9.218,0.306,95.03,8,4,1
I'm Not Enough and I'm Sorry,I'm Not Enough and I'm Sorry,Teqkoi,4P1L6AniTDJzANaubzWGYs,2018-10-27,65,120000,0.698,0.462,0.183,0.000424,0.335,0.244,-20.188,0.299,143.96,8,4,1
Tear Me Apart,Still Lost,Sik World,1d648Lemp74K5lEf7pbwJE,2017-12-11,48,208303,0.662,0.391,0.446,0.000121,0.0978,0.207,-10.813,0.276,140.194,7,4,1
Jocelyn Flores,17,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,2017-08-25,85,119133,0.872,0.469,0.391,4.13e-06,0.297,0.437,-9.144,0.242,134.021,0,4,1
Before You Go,Before You Go,Lewis Capaldi,7ce20yLkzuXXLUhzIDoZih,2019-11-19,75,215106,0.459,0.604,0.575,0.0,0.0885,0.183,-4.858,0.0573,111.881,3,4,1
Wrong Direction,Wrong Direction,Hailee Steinfeld,7GCVboEDzfL3NKp1NrAgHR,2020-01-01,0,248986,0.378,0.472,0.388,0.0,0.157,0.188,-9.017,0.036,72.293,10,4,1
You Are The Reason,You Are The Reason,Calum Scott,2d3NAGCKudIYpTlRI6BI0s,2017-11-17,0,204326,0.363,0.908,0.233,0.0,0.134,0.246,-7.697,0.0299,171.767,10,3,1
Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,4Of7rzpRpV1mWRbhp5rAqG,2019-05-17,80,220492,0.736,0.946,0.308,0.0,0.186,0.361,-7.83,0.0677,111.202,4,4,1
Years,Down Low,Astrid S,5WEAZtjEufELtaxqYcqCJg,2019-09-26,55,190267,0.664,0.855,0.285,0.0,0.0952,0.256,-7.907,0.0342,124.148,9,4,1
Memories,Memories,Jacob Tillberg,5l2GIiGkjbcuSIhCV08Zhj,2019-08-10,48,185425,0.57,0.703,0.671,0.000423,0.106,0.233,-8.421,0.0452,144.108,7,3,1
Waves - Guitar Acoustic,Waves (Guitar Acoustic),Dean Lewis,0SUih4u16BlTsIDyB7J0SU,2017-06-23,48,248427,0.412,0.935,0.285,0.0,0.11,0.377,-9.918,0.0444,151.739,11,4,1
Out Of Love,The Pains Of Growing,Alessia Cara,4WzhjxvLP95y7AMDy0Atwb,2018-11-30,74,227693,0.481,0.8,0.267,0.0,0.249,0.137,-9.249,0.0339,117.64,7,3,1
One,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,5C1TucCRf4Vjjree1OItyv,2019-05-17,66,179907,0.708,0.834,0.339,0.0,0.128,0.512,-7.085,0.0409,117.995,9,4,1
when the party's over,when the party's over,Billie Eilish,14JzyD6FlBD5z0wV5P07YI,2018-10-17,0,199931,0.498,0.979,0.104,7.86e-05,0.0895,0.205,-14.08,0.0621,124.001,1,3,1
Mystery,Mystery,Jeris,0nZ5Vx48UcSXpY2wLSTP4Z,2016-09-03,40,275133,0.371,0.263,0.437,8.78e-05,0.0776,0.108,-9.638,0.0428,125.937,0,4,1
How Could You Leave Us,Therapy Session,NF,10bt2wAkFgCWRCEOyAyWT9,2016-04-22,68,322586,0.536,0.513,0.708,0.0,0.0951,0.09,-7.882,0.758,78.33,6,4,1
Robin Hood,Robin Hood,Anson Seabra,5dyihZecYMcEPq09Bk2OL2,2018-09-21,65,221538,0.731,0.952,0.153,0.0,0.134,0.324,-14.409,0.0562,78.072,4,4,1
Just Hold On,Just Hold On,Presence,65o0SMVWuHgWfFykilVR1W,2019-09-27,11,203307,0.678,0.553,0.629,3.02e-05,0.117,0.186,-7.508,0.0712,130.007,11,4,1
Dead and Cold,Dead and Cold,SadBoyProlific,1A43TfohQt3H6K5zg28ExD,2018-11-10,5,89652,0.793,0.867,0.441,0.0,0.111,0.753,-10.297,0.579,74.746,2,4,1
you were good to me,brent,Jeremy Zucker,4CxFN5zON70B3VOPBYbd6P,2019-05-03,77,219146,0.561,0.913,0.0848,2.62e-05,0.112,0.206,-15.099,0.0404,102.128,2,4,1
Half A Man,A Place We Knew,Dean Lewis,1ugQtcwmKOXvKAYzhjncmv,2019-03-22,77,179120,0.507,0.855,0.204,0.0,0.143,0.343,-11.575,0.0504,77.765,0,4,1
If You Want Love,Perception,NF,3i5qVV8azKqGFK4Gzdt5YS,2017-10-06,76,199386,0.551,0.659,0.386,0.0,0.125,0.245,-10.22,0.132,116.409,0,1,1
Without You,DONNIFER,Digress,5HaCWspes4VazjyFxDkDaM,2020-10-07,0,182543,0.695,0.651,0.622,0.0,0.139,0.534,-5.895,0.0837,100.054,7,4,1
I Miss You,Low Fidelity,PFV,7JLdESAvajcphll9ZOsV6C,2020-11-20,16,166000,0.813,0.715,0.415,0.0,0.0979,0.382,-12.11,0.141,131.075,5,4,1
everything been different lately,everything been different lately,ELLIPSIS.,6FoWpVSecHxCdmi3DanKVz,2020-07-16,34,175995,0.477,0.415,0.395,0.682,0.104,0.0635,-12.841,0.0422,90.116,10,4,1
Neutral,Neutral,Restless Modern,09C7JzvwGCyddrV3Htn50Y,2020-11-04,0,160449,0.527,0.654,0.465,0.0,0.1,0.504,-6.04,0.422,87.079,11,4,1
Escape,Escape,Seon,10mwSL7dqcrekSoo8D4XtM,2020-09-28,0,210989,0.664,0.513,0.466,0.0,0.0628,0.43,-6.788,0.27,181.944,2,4,1
Heartbreak,Heartbreak & Bad Habits,SadBoyProlific,32ba0Jf4FfjK5mZOy0Mctq,2018-11-23,3,205740,0.862,0.502,0.357,4.78e-05,0.0955,0.519,-20.128,0.306,140.026,5,4,1
push everyone away,push everyone away,jherz,27twJKEJv4z4qpzAbwY56m,2019-12-05,0,110341,0.541,0.594,0.498,0.000417,0.0957,0.17,-11.138,0.029,148.012,8,4,1
Sunflower Feelings,Sunflower Feelings,Kuzu Mellow,5bCM68q8X5OS9sajTWaifU,2017-12-14,0,88685,0.816,0.806,0.441,6.67e-06,0.125,0.592,-15.068,0.0826,130.042,0,4,1
Not Enough,Not Enough,SadBoyProlific,7CcPttAk27UP2iR21ofxi4,2019-01-27,2,108120,0.834,0.917,0.368,0.0,0.099,0.454,-9.177,0.132,90.983,11,4,1
What It Feels to Feel Blue,What It Feels to Feel Blue,Oddsaul,1djwxXWh8zjd6HCof0u1X2,2017-09-13,0,151000,0.528,0.892,0.404,0.0,0.0747,0.145,-8.412,0.299,110.143,1,4,1
Low,Low,Lund,46za9pKXWkesH9DCrBbtNU,2018-04-28,0,233962,0.746,0.689,0.438,0.103,0.126,0.042,-7.016,0.0326,119.991,4,4,1
Me and You,More Than Music,Ollie,3iJEtmYCQHeUv0hQgHEPTN,2017-10-27,39,232851,0.771,0.564,0.464,0.0,0.111,0.305,-12.335,0.163,100.083,3,4,1
Worried,Natsukashii,SadBoyProlific,7J0aVprIHC5OHCYLYYZKOC,2018-12-24,2,122070,0.479,0.965,0.278,2.11e-05,0.104,0.663,-15.61,0.399,175.192,0,5,1
Blow My Phone Up,Blow My Phone Up,SadBoyProlific,2sYIV6KBonwGhNlHSnMClb,2018-11-10,45,133407,0.786,0.843,0.34,0.0,0.106,0.294,-13.642,0.452,73.998,8,3,1
World Without You,Sincerely Adolescence,Blai$y,0Qj2Mf1p69Brx9GVFNRnIT,2017-10-12,18,106695,0.703,0.645,0.34,0.0071,0.106,0.0992,-14.309,0.209,107.943,7,4,1
Monday Mourning,Monday Mourning,Drex Carter,10V96IBSJJjZPAS4fcKEmn,2018-05-14,56,120000,0.767,0.595,0.537,0.0,0.0862,0.632,-7.783,0.116,87.497,5,4,1
Can't Love Myself,Can't Love Myself,Monty Datta,0MO1qNhm8aRZchi8CJlIRo,2018-02-16,70,122723,0.541,0.913,0.0836,0.00199,0.126,0.452,-12.663,0.313,181.032,1,4,1
Feel Something,Feel Something,Thomas Reid,69ePYRzwQIVynhGb2R0GAm,2020-02-20,47,86709,0.518,0.633,0.623,0.0,0.103,0.236,-8.936,0.424,81.99,9,4,1
,,Various Artists,3ixmmYXzsJgiY6hP81LQr0,0000,0,0,0.659,0.921,0.349,0.0,0.13,0.121,-12.922,0.0801,103.824,1,4,1
,,Various Artists,4LPWmiQA26WWIN6KK0dqmR,0000,0,0,0.667,0.515,0.468,0.0,0.115,0.392,-8.158,0.0397,124.945,2,4,1
Midnight Thoughts,Midnight Thoughts,SadBoyProlific,19NEYj0nF2FHMr9X2HYxQd,2018-11-27,10,124891,0.703,0.416,0.39,0.0,0.178,0.624,-16.091,0.454,79.884,2,4,1
People Change,People Change,Kodie Osborne,3tQXcgANtsWFikbevMflJy,2018-09-10,52,112000,0.693,0.71,0.402,2.11e-06,0.368,0.373,-12.591,0.414,118.796,9,4,1
Carry On,17,XXXTENTACION,2yZax79pOrYuyIFVW2cZY2,2017-08-25,75,129720,0.735,0.768,0.197,0.000276,0.296,0.383,-13.378,0.537,147.899,3,4,1
Forever,Forever,ilyTOMMY,7uHRKSQ9WIlBBuBY7BHcbq,2019-03-08,71,108695,0.613,0.678,0.339,0.0,0.166,0.292,-14.908,0.135,106.582,5,5,1
I Don't Trust Nobody,I Don't Trust Nobody,cucu,4vxkeaDlicwTlHHKKNm12r,2017-11-05,4,72306,0.633,0.865,0.175,0.0677,0.496,0.58,-21.062,0.325,94.451,7,4,1
Closing My Eyes,The Whize Tapes Vol. 1,Alrahim Wright III,1h2djHkQtm3Ye6gFaAtubo,2019-05-22,0,118595,0.838,0.598,0.226,5.3e-05,0.114,0.462,-16.015,0.329,133.95,0,4,1
Losing Intrest,Thbk,Papithbk,2Wf33QOw0gJOBAN3Ir1nUp,2018-10-24,2,93231,0.822,0.618,0.328,0.0,0.174,0.549,-15.164,0.43,134.018,10,4,1
Looking at Life,Sincerely Adolescence,Blai$y,5KKIQZXiQBMRSbrtvtcVKA,2017-10-12,13,144421,0.763,0.675,0.293,1.56e-05,0.184,0.385,-15.393,0.357,94.122,4,4,1
not alone,not alone,sadeyes,136K7vs8qhkpWfKmculLG3,2018-11-11,53,173557,0.661,0.439,0.498,0.00147,0.398,0.385,-7.187,0.0369,80.019,0,4,1
Pain,Pain,SadBoyProlific,4uwAYsCRwsogc8UsCs5tG9,2018-11-30,2,123062,0.735,0.218,0.392,0.0,0.112,0.244,-14.839,0.0839,113.852,5,4,1
Nandina,Nandina,Drex Carter,0AFmxuY039QJ7aNIeAID6N,2018-07-20,53,177000,0.831,0.668,0.458,0.0,0.226,0.618,-10.59,0.238,98.512,7,4,1
Depression,Depression,Beowülf,7KcawTxc7mb2ss0FZxxqHb,2018-02-22,0,137691,0.548,0.972,0.171,0.644,0.0928,0.238,-21.345,0.12,140.165,0,4,1
Rip X,Rip X,iamjakehill,0RzAihLqsEg9Qcm4pfPbG2,2018-06-21,31,159326,0.693,0.418,0.434,0.0,0.338,0.685,-9.366,0.193,63.033,1,4,1
Wish I Was Better,Wish I Was Better,Kina,1kAkUHFb7ryeVkVSRD6Nkj,2020-04-10,65,140571,0.732,0.747,0.304,6.13e-05,0.143,0.185,-13.086,0.111,139.965,0,4,1
Suicide Letter 2,Nightmare Hills,Trick James,31tqdc6hO91Byv18aRLhNE,2017-11-06,56,177606,0.709,0.623,0.604,0.0,0.547,0.584,-9.048,0.405,82.999,4,4,1
Never Be Alright,Never Be Alright,Seon,6zJffE1wHyAu5WwNYwt0VI,2019-01-23,11,168280,0.835,0.625,0.283,3.4e-06,0.102,0.282,-10.121,0.0781,86.983,7,4,1
im used to it,im used to it,Powfu,5PqreNOgHtz0JusSoeitaF,2020-04-17,0,175242,0.647,0.752,0.341,0.0,0.102,0.337,-8.51,0.0382,79.072,0,4,1
Love Is More Depressing Than Depression,Love Wounds,prxz,7A0T4eb6jPhhQp3KQis6ww,2017-10-21,31,133276,0.75,0.76,0.227,0.125,0.135,0.416,-16.255,0.236,100.163,0,4,1
Chill Calling,Chill Calling,Fatboibari,2icVMtiC4OalZXYJTnynlu,2018-11-16,55,99474,0.645,0.171,0.272,0.0,0.337,0.358,-17.213,0.343,110.479,8,4,1
Is It Too Late for Me,Is It Too Late for Me,Beowülf,5qbWgH6xs6CUkua6tG2BNP,2018-01-02,1,117002,0.86,0.862,0.302,0.269,0.168,0.935,-19.123,0.148,113.987,1,4,1
Say Goodbye,Say Goodbye,Monty Datta,3xNIVmBIe839tAsoGe3A4b,2019-06-19,67,150415,0.706,0.468,0.297,0.0,0.0725,0.123,-13.652,0.132,104.049,3,4,1
Broken Down,Maybe This Was Supposed To Happen,Ollie,4rvB7ztrX4I8Ca9XTqIzD2,2020-04-17,44,205170,0.707,0.743,0.461,0.0,0.0986,0.361,-10.5,0.453,80.272,5,4,1
She Wonders Why,She Wonders Why,Astrus*,0I3Lzmf3JDIOyFLcrruRjO,2018-02-07,3,131201,0.671,0.468,0.288,0.0,0.139,0.42,-14.176,0.496,68.287,1,5,1
Haunted,Haunted,Zimm,6ph1Q5pONWARCiSX8Ua6JE,2017-09-03,49,176067,0.708,0.407,0.594,0.0,0.139,0.306,-8.283,0.0745,109.922,4,4,1
BURN,BURN,LIL DUSTY G,3jNmig8j1tlvXWL37UQDMz,2017-12-21,44,206649,0.715,0.747,0.689,0.0,0.112,0.365,-6.035,0.169,122.012,1,4,1
I Know You So Well,I Know You So Well,Ondi Vil,1j1grC3HUOkKTQ8gqK8wKg,2018-02-12,3,175522,0.649,0.873,0.213,0.765,0.104,0.0957,-12.285,0.0731,133.985,7,4,1
When Have I Fallen,When Have I Fallen,Kochetkovv,1g9pNxvJYOSUIeXYhaOFTr,2019-01-19,0,123876,0.711,0.864,0.111,0.925,0.121,0.273,-19.202,0.0696,124.003,11,4,1
Lost,Forgive Me for My Honesty,Ivan B,5hJZFL1Mumu4YGwfoF2xRG,2017-08-25,39,210886,0.439,0.575,0.58,0.0,0.0912,0.405,-10.045,0.405,170.611,9,3,1
Numb,Numb,Wolf,5HqsIJnVMbvNjtyxaV3XcC,2018-08-20,41,215838,0.798,0.682,0.429,0.0,0.329,0.597,-10.494,0.262,90.986,11,4,1
What Brightside?,"One Day, I'll Be Okay.",dxrrvn,7hTtjZpzDLKdpoKCQStXRs,2020-01-03,37,176793,0.711,0.819,0.622,0.000992,0.326,0.454,-10.476,0.117,106.035,3,4,1
Nobody Cares,Nobody Cares,Kina,4CALLtGlZBwdpfQvMQvhH2,2018-03-05,25,175229,0.657,0.725,0.159,0.73,0.279,0.0833,-15.618,0.0395,100.018,4,4,1
INSECTS,INSECTS,LIL DUSTY G,4nushtVyhmJXKMiHWA0NLH,2019-02-01,58,158346,0.582,0.379,0.397,0.0,0.0759,0.531,-10.582,0.0453,170.031,2,4,1
Stay,Solace,iamjakehill,1GXuVOHHqIUKgfL9szuGTs,2018-04-15,31,185091,0.728,0.811,0.668,0.0,0.117,0.857,-8.386,0.143,82.967,2,4,1
Depression (feat. Young Verse),Depression (feat. Young Verse),Nakuu,1vhNdj120DThwevpJnr4q6,2017-06-29,38,206053,0.761,0.581,0.505,0.0,0.0902,0.407,-12.327,0.264,76.457,6,4,1
It's Not My Fault,It's Not My Fault,Cxldaf,3t74xBwOxCecWSTj0lpKrN,2020-08-07,17,222901,0.831,0.838,0.394,0.000681,0.111,0.0889,-13.494,0.322,139.801,1,4,1
Who I've Become,Who I've Become,Cxldaf,4yX020tKTnmtAwsNouIpl9,2020-07-31,16,165602,0.652,0.808,0.372,1.39e-05,0.124,0.129,-14.199,0.498,138.947,8,4,1
In My Head,In My Head,Ollie,3bFOB3ZrsB41dOP0uTXVy5,2020-09-11,34,143611,0.731,0.807,0.413,0.0,0.113,0.738,-7.863,0.0461,139.891,7,4,1
Gone Like I'm Dying,Gone Like I'm Dying,Seon,6V3OpxM3Pdb3WewGwvM2SE,2020-06-22,0,204460,0.494,0.779,0.331,0.0,0.111,0.575,-9.24,0.0519,108.456,1,4,1
WHAT WERE YOU THINKING,WHAT WERE YOU THINKING,Cxldaf,0H5mo6JYyKpT1dawByK44x,2020-09-18,12,153145,0.849,0.896,0.427,0.0,0.0879,0.488,-14.757,0.759,90.073,0,4,1
Text You Back,Text You Back,Presence,4w40Qogh5Ibzpsl9daHS6I,2020-09-18,6,183000,0.553,0.752,0.546,2.64e-06,0.108,0.626,-8.985,0.123,170.053,7,4,1
WRONG,CHRYSALISM,EL GUAPO,2qeUpuOij3PCTEGj0j4bsW,2020-09-25,0,135174,0.742,0.628,0.409,0.0,0.111,0.367,-11.835,0.424,171.979,6,4,1
Bertha,Bertha,Ecvargas,0y2RwJ8bU45Avw8UVjVLsO,2019-07-17,14,149838,0.78,0.429,0.394,0.0,0.19,0.278,-7.268,0.341,84.826,0,4,1
life or death,life or death,aftrthght,5TxYnk5bdNdvIoTRJAgqNt,2019-12-27,44,128400,0.836,0.492,0.421,0.0,0.111,0.329,-11.325,0.0893,99.951,0,4,1
When I'm On The Floor,7 HOURS,Cxldaf,6slnFWwkpXclKpNkxeraws,2020-10-30,15,165759,0.831,0.891,0.291,0.0,0.0971,0.727,-11.032,0.491,138.908,1,4,1
Changes,Changes,Samson Ace Miller,0lNNMH0U9Pk7zY5pjXGEK1,2020-07-17,46,132460,0.782,0.663,0.558,0.000932,0.152,0.574,-9.921,0.194,116.137,11,4,1
rumors,John,John Phelps,2m6h3qMCzfyNneeYWKhUEB,2020-11-11,12,206628,0.579,0.892,0.371,0.00869,0.327,0.0552,-11.149,0.0282,114.948,1,4,1
Baby You're Worth It,Baby You're Worth It,Kina,6vJ6FR4WtlKSxe8lmh3F1C,2018-06-13,12,130925,0.695,0.685,0.253,0.14,0.105,0.264,-15.884,0.0461,120.033,2,4,1
You Don't Want Me Anymore,You Don't Want Me Anymore,Snøw,0K4gxQ2u3545b0GAu85ObO,2019-05-31,67,165000,0.685,0.367,0.23,0.000971,0.101,0.0417,-12.525,0.0388,96.085,0,4,1
i'm closing my eyes,i'm closing my eyes,potsu,3NsuucK8qXpIJf7KPZX7vq,2017-05-17,68,118302,0.895,0.534,0.109,0.549,0.106,0.546,-13.853,0.0996,134.067,0,4,1
Can We Kiss Forever?,Can We Kiss Forever?,Kina,58wyJLv6yH1La9NIZPl3ne,2018-08-31,77,187931,0.522,0.894,0.128,0.026,0.0941,0.124,-18.717,0.0357,109.986,4,4,1
Are You Still With Him,Are You Still With Him,Kina,4nlry8WISrv04S1E619p3A,2018-05-02,48,193567,0.611,0.922,0.322,0.000818,0.35,0.315,-14.461,0.0367,119.957,2,4,1
changes,?,XXXTENTACION,7AFASza1mXqntmGtbxXprO,2018-03-16,80,121886,0.669,0.883,0.308,0.0,0.0984,0.52,-10.068,0.029,64.934,11,4,1
Survive,Survive,Lil Happy Lil Sad,62IJwwGlHV0xomvojq4dEW,2017-09-17,50,153913,0.809,0.812,0.232,0.00227,0.09,0.371,-12.797,0.0495,115.034,9,4,1
Scars on My Heart,Scars on My Heart,Powfu,3UYn4qdsgnQlbOgYiVIyYJ,2018-11-28,57,224000,0.652,0.931,0.483,0.0,0.0959,0.469,-8.92,0.246,78.267,6,4,1
im so sick of this,post death,guccihighwaters,1i9ItiMY9JrFTnqkTlm0n0,2017-08-31,0,234736,0.719,0.891,0.387,0.0,0.114,0.17,-9.38,0.0643,135.064,10,4,1
I Don't Wanna Do This Anymore,Revenge,XXXTENTACION,5de9Ho64dovuQI8Uhn5gPD,2017-05-16,77,87560,0.433,0.843,0.778,0.0,0.139,0.764,-7.681,0.041,114.208,4,4,1
"ALONE, PART 3",?,XXXTENTACION,2oe6dDthgthqUkfL3czpEd,2018-03-16,68,109986,0.61,0.883,0.258,0.0145,0.103,0.164,-12.758,0.0331,127.08,0,4,1
Let Me Die,Let Me Die,Lil Happy Lil Sad,7riw7J5mZsWvf3x1fSEZtS,2017-07-29,0,218775,0.601,0.709,0.499,0.919,0.112,0.383,-11.542,0.0315,78.988,4,4,1
i hate me too,post death,guccihighwaters,78H9IT4mIRoFWBfgdGr1sU,2017-08-31,0,156942,0.719,0.643,0.473,0.00692,0.105,0.304,-10.595,0.0538,130.04,10,4,1
anything for your love,post death,guccihighwaters,6hhOcxrMMMUAoUW5j1Bkje,2017-08-31,0,184685,0.814,0.928,0.333,1.23e-06,0.0853,0.18,-11.492,0.0685,134.981,5,4,1
Save Me,17,XXXTENTACION,2UwbhMie1EAYuTZ0QXeMwl,2017-08-25,70,163201,0.731,0.307,0.204,0.0109,0.0989,0.191,-11.314,0.0369,142.141,9,4,1
