,index,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
188,236,Nostalgia,Nostalgia,JON VINYL,6BxEC2zFvtIwqDYmRCvv5E,2017-10-04,38,166408,0.683,0.248,0.524,5.7e-06,0.0744,0.355,-11.068,0.26,74.989,10,4
189,237,The Ways (with Swae Lee),Black Panther The Album Music From And Inspired By,Kendrick Lamar,5jyyPsIGM2yqkZN9R3TmvN,2018-02-09,63,238893,0.727,0.0626,0.72,1.21e-06,0.176,0.589,-5.856,0.0488,140.08,11,4
190,238,Sheba With Angel Mae,Preacher's Son,YGTUT,4FwWyejS6KrYsKFxRtweHz,2015-05-02,38,137196,0.712,0.597,0.351,1.85e-06,0.132,0.358,-14.047,0.389,129.928,11,4
191,239,Navy Blue,Navy Blue,HASANI,4CAFjRhubtiR8M3z4qbc2W,2016-11-08,50,163801,0.56,0.649,0.295,3.41e-05,0.112,0.246,-14.843,0.242,130.399,11,4
192,241,Sunroof,Thirst 48 Part II,WESTSIDE BOOGIE,1FunRKEGHk2OywxjdDa3xr,2016-10-14,53,237253,0.698,0.285,0.671,0.0,0.0913,0.534,-6.112,0.188,113.944,5,4
193,242,Could've Been (feat. Bryson Tiller),I Used To Know Her,H.E.R.,6oEVnWKgPqIEPc53OYDNqG,2019-08-30,75,252746,0.45,0.649,0.352,3.8e-06,0.249,0.408,-11.733,0.267,102.679,1,4
194,243,"Yo Love - From ""Queen & Slim: The Soundtrack""","Yo Love (From ""Queen & Slim: The Soundtrack"")",Vince Staples,3Vj8RQkFwOmDvUrwu6MtQZ,2019-11-11,66,143830,0.703,0.565,0.573,3.13e-06,0.0987,0.491,-9.032,0.0724,147.038,0,4
195,244,Skin,Skin,Dijon,467t3218y3yihFcyDGWjr0,2018-04-19,65,230625,0.674,0.512,0.616,2.1e-06,0.331,0.551,-3.471,0.0272,94.934,7,4
196,246,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),Free Nationals,Free Nationals,0cciBj4236w1xByzZvn92D,2019-12-13,72,277046,0.552,0.284,0.741,8.2e-05,0.334,0.718,-5.419,0.0542,69.709,11,4
197,247,Mystery Lady,Studying Abroad: Extended Stay,Masego,0bkTdkWwGk3OGFX0afD3Wj,2020-11-13,70,228453,0.747,0.393,0.494,0.0,0.0982,0.624,-7.957,0.141,76.006,3,4
198,248,Smoke,Daughter of the Sun,vbnd,3KdqW7vrStW0VIp1Pfk0cq,2018-07-06,47,222115,0.861,0.457,0.125,0.421,0.101,0.4,-16.482,0.0708,78.036,0,4
199,249,White (feat. Frank Ocean),The OF Tape Vol. 2,Odd Future,2gEmgpnxseKEVRTwkSGopN,2012-03-16,63,122933,0.51,0.744,0.0671,0.0,0.166,0.197,-12.163,0.0689,106.017,3,3
200,251,Priorities,B4 the Heartbreak,Sy Ari Da Kid,7KKSmSsR1Giz5nFrlelbd9,2016-02-04,45,341974,0.488,0.795,0.169,0.0,0.0968,0.208,-15.681,0.0771,93.76,4,4
201,252,Every Kind Of Way,H.E.R. Volume 2,H.E.R.,71AaGUlQ7I5dRgDEQpdnI4,2017-06-16,59,160160,0.45,0.634,0.3,3.1e-06,0.142,0.207,-9.53,0.0477,96.394,7,4
202,253,Invite Me,Invite Me,Brent Faiyaz,1nzbFLItWk2ZXrx8jvTmdZ,2016-06-01,54,194552,0.498,0.579,0.449,0.0,0.191,0.256,-7.492,0.038,127.827,9,4
203,254,Lemonade,Lemonade,Iris Temple,5k1GDTtLb52VPdf2xGwxz7,2016-12-01,40,240000,0.559,0.682,0.298,0.000457,0.128,0.434,-12.918,0.173,118.576,2,4
204,256,All Bad,The Never Story,JID,0G6ExlA2fcJIDGoayswUNT,2017-03-10,55,291760,0.538,0.854,0.238,0.0482,0.11,0.507,-14.541,0.316,78.881,11,1
205,257,I KNO V3,I KNO V3,Victor Internet,4S8vtRJ78uTUGvTZF3dEmR,2019-12-13,40,148645,0.851,0.495,0.533,1.12e-05,0.108,0.602,-6.462,0.262,77.499,9,4
206,258,Killing Me,Killing Me,Omar Apollo,1vghSeMBb7AIMT3JaMrlHO,2022-03-11,40,165320,0.861,0.301,0.27,0.00288,0.124,0.608,-9.515,0.0616,84.004,6,4
207,259,What You Heard,What You Heard,Sonder,3a3dQOO19moXPeTt2PomoT,2019-02-22,72,238242,0.429,0.546,0.371,5.71e-06,0.104,0.135,-9.017,0.0327,137.134,2,4
208,261,Navajo,Navajo,Masego,6zWU7YALeEDMcPGhKKZJhV,2017-06-08,68,194157,0.567,0.117,0.593,1.32e-06,0.248,0.358,-7.404,0.288,88.545,6,4
209,262,Yours,Yours,SG Lewis,7uNWZOCm6TphuTnwpDUUjN,2016-05-23,46,230540,0.68,0.549,0.241,2.54e-05,0.222,0.211,-11.448,0.247,127.908,6,4
210,263,Don't Beg,Foreign Water,JAHKOY,0H0vPgfSGvt3g4X4Fnmr2N,2016-10-28,35,176346,0.441,0.406,0.365,0.000218,0.101,0.077,-10.002,0.0514,79.782,6,4
211,264,Lovely,Into,Sonder,1c2wTe7doRRk2n1XZe0KAM,2017-01-27,54,291448,0.506,0.581,0.503,0.000534,0.628,0.133,-9.003,0.0468,144.015,8,3
212,266,Super Rich Kids,channel ORANGE,Frank Ocean,0725YWm6Z0TpZ6wrNk64Eb,2012-07-10,74,304760,0.739,0.219,0.419,0.0,0.196,0.58,-8.241,0.0854,60.493,3,4
213,267,"III. Telegraph Ave. (""Oakland"" by Lloyd)",Because the Internet,Childish Gambino,0VXfZi7XhfJnuBvF6XiypU,2013-12-10,64,210673,0.496,0.159,0.693,0.0261,0.142,0.597,-9.576,0.247,129.929,5,4
214,268,Invincible (feat. Daniel Caesar),Ivory,Omar Apollo,7jhxagwOk9y1HC5ciRfmkQ,2022-04-08,66,216160,0.555,0.224,0.474,0.00426,0.162,0.262,-11.706,0.0668,134.89,6,4
215,269,The Ocean With My Friends,The Ocean With My Friends,Dre'es,6GhUYUEddpxoxWF2pU2QY9,2018-09-19,42,172059,0.377,0.894,0.277,0.119,0.145,0.0701,-16.897,0.0467,164.262,2,4
216,271,OTW,OTW,Khalid,6Hgh47WXVKtXN5zGOu0hjI,2018-04-20,73,263013,0.652,0.183,0.678,3.26e-05,0.106,0.28,-6.183,0.0541,72.989,2,4
217,272,Location,American Teen,Khalid,152lZdxL1OR0ZMW6KquMif,2017-04-27,79,219080,0.736,0.33,0.449,0.000162,0.0898,0.326,-11.462,0.425,80.126,1,4
218,273,All Mine,ye,Kanye West,3qnoOm4fwZPBS116f5hpgF,2018-06-01,0,145506,0.925,0.125,0.308,0.0,0.0933,0.265,-6.562,0.338,122.099,11,4
219,274,Same Drugs,Coloring Book,Chance the Rapper,6m9qPYXmhge2QhBLfFKnVF,2016-05-27,62,257775,0.461,0.947,0.293,9.95e-06,0.0936,0.531,-9.52,0.0555,180.297,6,4
220,276,Cigarette Daydreams,Melophobia,Cage The Elephant,2tznHmp70DxMyr2XhWLOW0,2013-10-08,79,208760,0.636,0.0807,0.676,0.0,0.0831,0.273,-3.442,0.0263,113.98,2,4
221,277,Sober,Kauai,Childish Gambino,6olUplztLFFfU7fMYmFXOP,2014-10-03,0,252013,0.699,0.0972,0.601,1.17e-05,0.562,0.434,-6.48,0.0304,98.04,0,4
222,278,Sunday Candy,Surf,Donnie Trumpet & The Social Experiment,6fTdcGsjxlAD9PSkoPaLMX,2015-06-30,65,226013,0.511,0.53,0.596,0.0,0.0798,0.554,-6.56,0.224,158.063,0,4
223,279,Sky Walker (feat. Travis Scott),War & Leisure,Miguel,5WoaF1B5XIEnWfmb5NZikf,2017-12-01,74,259333,0.674,0.173,0.506,0.0,0.0866,0.183,-10.532,0.0434,145.965,6,4
224,281,Foreplay,Charlie Eastern,Jalen Santoy,3mogmakkKiKWOB0tVj1X9i,2016-11-18,50,171370,0.793,0.143,0.315,0.0142,0.113,0.541,-7.457,0.0825,118.824,1,4
225,282,Grey Luh,Berhana,Berhana,1x1BKrrpq7CfOZPBeUsx16,2016-07-21,57,261102,0.543,0.597,0.298,1.49e-06,0.0804,0.254,-9.167,0.0683,125.523,0,4
226,283,LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,6PGoSes0D9eUDeeAafB2As,2017-04-14,82,213400,0.8,0.264,0.585,0.0,0.153,0.779,-7.343,0.0924,126.058,10,4
227,284,See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",7KA4W4McWYRpgf0fWsJZWB,2017-07-21,85,180386,0.558,0.371,0.559,7.49e-06,0.109,0.62,-9.222,0.0959,78.558,6,4
228,286,Come and See Me (feat. Drake),PARTYNEXTDOOR 3 (P3),PARTYNEXTDOOR,1wZqJM5FGDEl3FjHDxDyQd,2016-08-12,73,235477,0.717,0.0511,0.347,2.43e-06,0.087,0.0589,-10.265,0.0636,84.987,11,4
229,287,Thinkin Bout You,channel ORANGE,Frank Ocean,7DfFc7a6Rwfi3YQMRbDMau,2012-07-10,77,200746,0.721,0.409,0.339,0.00153,0.0973,0.2,-11.195,0.0532,129.83,0,4
230,288,Broad Shoulders (feat. Chance the Rapper),Broad Shoulders,Taylor Bennett,6m3ZXs465Rt4Tc1iiLktXL,2015-12-14,48,227263,0.6,0.822,0.524,3.29e-05,0.104,0.449,-9.297,0.146,127.5,0,4
231,289,Late Night (feat. Masego),"And After That, We Didn't Talk",GoldLink,60ZZNXIdwgUGkVGRt7foLT,2015-11-06,56,161080,0.442,0.278,0.446,0.0,0.308,0.295,-11.354,0.786,51.539,9,4
232,291,Redbone,"""Awaken, My Love!""",Childish Gambino,3kxfsdsCpFgN412fpnW85Y,2016-12-02,0,326933,0.745,0.172,0.356,0.00943,0.123,0.607,-10.425,0.0941,160.033,1,4
233,292,Juke Jam (feat. Justin Bieber & Towkio),Coloring Book,Chance the Rapper,3eze1OsZ1rqeXkKStNfTmi,2016-05-27,64,219683,0.505,0.716,0.397,0.0,0.0853,0.558,-9.349,0.324,95.063,5,1
234,293,Pink + White,Blonde,Frank Ocean,3xKsf9qdS1CyvXSMEid6g8,2016-08-20,80,184516,0.544,0.67,0.552,4.57e-05,0.415,0.554,-7.45,0.0991,159.738,9,3
235,294,Japanese Denim,Get You - Single,Daniel Caesar,1boXOL0ua7N2iCOUVI1p9F,2016-10-21,77,270846,0.707,0.0905,0.238,2.42e-06,0.0842,0.345,-8.818,0.0379,124.156,3,3
236,296,Psycho (feat. Ty Dolla $ign),beerbongs & bentleys,Post Malone,3swc6WTsr7rl9DqQKQA55C,2018-04-27,79,221440,0.75,0.546,0.56,0.0,0.111,0.459,-8.094,0.105,140.06,8,4
237,297,Call Out My Name,"My Dear Melancholy,",The Weeknd,1gm616Plq4ScqNi7TVkZ5N,2018-03-29,0,228373,0.489,0.218,0.598,0.0,0.35,0.172,-4.929,0.036,134.045,1,3
238,298,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,2017-06-30,82,223413,0.893,0.0642,0.745,0.0,0.0943,0.872,-3.105,0.0571,101.018,11,4
239,299,My Way,My Way,Calvin Harris,1vvNmPOiUuyCbgWmtc6yfm,2016-09-16,76,219159,0.818,0.093,0.913,3.69e-05,0.161,0.536,-3.06,0.0426,119.986,4,4
240,301,Summer Friends (feat. Jeremih & Francis & The Lights),Coloring Book,Chance the Rapper,2fl0B0OaXjWbjHCQFx2O8W,2016-05-27,58,290316,0.693,0.675,0.426,1.03e-05,0.115,0.477,-12.476,0.302,144.796,8,4
241,302,The Hills,Beauty Behind The Madness,The Weeknd,7fBv7CLKzipRk6EC6TWHOB,2015-08-28,86,242253,0.585,0.0671,0.564,0.0,0.135,0.137,-7.063,0.0515,113.003,0,4
242,303,The Weekend,Ctrl,SZA,6gU9OKjOE7ghfEd55oRO57,2017-06-09,74,272186,0.4,0.242,0.366,0.0,0.126,0.161,-9.405,0.0597,73.313,8,3
243,304,I Fall Apart,Stoney (Deluxe),Post Malone,75ZvA4QfFiZvzhj2xkaWAh,2016-12-09,80,223346,0.556,0.0689,0.538,0.0,0.196,0.291,-5.408,0.0382,143.95,8,4
244,306,Something Just Like This,Memories...Do Not Open,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,2017-04-07,84,247160,0.617,0.0498,0.635,1.44e-05,0.164,0.446,-6.769,0.0317,103.019,11,4
245,307,Paris,Memories...Do Not Open,The Chainsmokers,72jbDTw1piOOj770jWNeaG,2017-04-07,74,221506,0.653,0.0215,0.658,1.66e-06,0.0939,0.219,-6.428,0.0304,99.99,2,4
246,308,Never Be Like You (feat. Kai),Skin,Flume,5WI2ltQIdwgzf1SNE76JyR,2016-05-27,67,234909,0.444,0.453,0.557,0.0,0.152,0.296,-5.476,0.0602,115.058,0,4
247,309,Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,1A6OTy97kk0mMdm78rHsm8,2018-10-18,0,158053,0.753,0.551,0.498,0.0,0.0706,0.927,-5.61,0.0504,89.95,2,4
248,311,Go Flex,Stoney (Deluxe),Post Malone,5yuShbu70mtHXY0yLzCQLQ,2016-12-09,78,179613,0.665,0.228,0.498,0.0,0.0757,0.127,-8.185,0.0832,81.967,5,4
249,312,Luving U,FREE 6LACK,6LACK,5irqvOUbWsUefjZ8KPSQ66,2016-11-18,60,252893,0.723,0.0886,0.471,0.000881,0.112,0.135,-9.506,0.122,121.962,10,4
250,313,Pineapple Skies,War & Leisure,Miguel,19EnyPZhNPbRoCxAuv5pKD,2017-12-01,60,281360,0.654,0.026,0.587,0.0,0.589,0.288,-6.331,0.0439,100.014,10,4
251,314,Up There,Stoney (Deluxe),Post Malone,2rKmNEYrQxaOPZrOWKZpOc,2016-12-09,63,194826,0.654,0.373,0.378,1.07e-05,0.0971,0.437,-8.108,0.0322,72.976,5,4
252,316,Versace on the Floor,24K Magic,Bruno Mars,0kN8xEmgMW9mh7UmDYHlJP,2016-11-17,74,261240,0.578,0.196,0.574,0.0,0.083,0.301,-6.209,0.0454,174.152,2,4
253,317,Janet,Berhana,Berhana,3ml3WB66sqG4kXoPBX2POA,2016-07-21,55,204000,0.81,0.354,0.308,0.0,0.0899,0.56,-8.194,0.0818,120.012,0,4
254,318,Chanel,Chanel,Frank Ocean,6Nle9hKrkL1wQpwNfEkxjh,2017-03-10,79,210285,0.776,0.874,0.503,0.0,0.112,0.473,-5.732,0.237,110.134,0,4
255,319,Get You (feat. Kali Uchis),Freudian,Daniel Caesar,7zFXmv6vqI4qOt4yGf3jYZ,2017-08-25,80,278179,0.658,0.422,0.294,5.2e-05,0.0749,0.358,-8.533,0.0321,74.038,4,4
256,321,Electric (feat. Khalid),The Color Of You,Alina Baraz,2mj7x99sNUsVHPBRK51zlG,2018-04-06,67,246327,0.599,0.738,0.396,2.19e-05,0.102,0.134,-10.489,0.0392,111.072,10,4
257,322,While We're Young,Trip,Jhené Aiko,4mL59LVbKgOpEACxraGYdr,2017-09-22,71,236160,0.649,0.104,0.791,1.97e-06,0.108,0.811,-6.013,0.193,128.023,2,4
258,323,Coaster,American Teen,Khalid,39KG4kom3enSx4GTThuDGt,2017-04-27,72,199120,0.441,0.935,0.219,0.0,0.115,0.244,-14.586,0.0419,94.021,8,4
259,324,Teenage Fever,More Life,Drake,6n3HGiq4v35D6eFOSwqYuo,2017-03-18,80,219692,0.766,0.111,0.283,0.0172,0.115,0.144,-10.33,0.0846,97.04,8,4
260,326,"Psycho, Pt. 2","Psycho, Pt. 2",Russ,26OhjtaTamFocE08t83ml6,2016-11-08,73,161985,0.766,0.775,0.548,5.57e-06,0.1,0.424,-4.29,0.235,82.944,10,4
261,327,First Fuck,First Fuck,6LACK,1u4orOe6gYxeE9xKpv11Qi,2017-02-24,61,205489,0.35,0.916,0.315,2.82e-06,0.0959,0.427,-9.753,0.064,88.449,3,4
262,328,Nights,Blonde,Frank Ocean,7eqoqGkKwgOaWNNHx90uEZ,2016-08-20,79,307151,0.466,0.42,0.548,1.01e-06,0.113,0.423,-9.362,0.118,89.815,5,4
263,329,Jocelyn Flores,17,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,2017-08-25,85,119133,0.872,0.469,0.391,4.13e-06,0.297,0.437,-9.144,0.242,134.021,0,4
264,331,Deja Vu,Stoney (Deluxe),Post Malone,0H8XeaJunhvpBdBFIYi6Sh,2016-12-09,69,234213,0.62,0.0931,0.69,0.0,0.131,0.331,-6.508,0.0493,133.935,7,4
265,332,PEACE OF MIND,COLOURS 2,PARTYNEXTDOOR,46HZ8l9wPo9JNsk7dZLamb,2017-06-02,56,303030,0.782,0.283,0.367,0.0,0.0899,0.425,-5.28,0.0548,99.005,1,4
266,333,Hide (feat. Seezyn),Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Various Artists,6rz0dTA0PdhXImFV5EjM0w,2018-12-14,76,205800,0.715,0.0622,0.639,0.0,0.157,0.151,-5.017,0.0752,149.996,5,4
267,334,Frustrated,Frustrated,R.LUM.R,1N5j9dRZ3foNWwU4Zp0pbq,2016-06-03,0,201463,0.441,0.321,0.57,0.0,0.0862,0.229,-6.186,0.0553,122.329,2,4
268,336,The Way (feat. Chance the Rapper),You Should Be Here,Kehlani,6mzaCRuLTRiz1caGOum3zT,2015-04-28,57,262520,0.746,0.389,0.538,0.0,0.139,0.516,-6.479,0.32,101.018,10,4
269,337,FREAK IN YOU,COLOURS 2,PARTYNEXTDOOR,16aNJYinJv9AAetWD5yJen,2017-06-02,59,272339,0.465,0.144,0.42,0.0,0.174,0.121,-8.503,0.0516,86.549,1,4
270,338,Wow.,Wow.,Post Malone,6MWtB6iiXyIwun0YzU6DFP,2018-12-24,2,149520,0.833,0.163,0.539,2.1e-06,0.101,0.385,-7.399,0.178,99.947,11,4
271,339,Hold on to Me,Hold on to Me,Kyle Dion,1PCawYuyiURCUeFks8fkh7,2016-08-11,43,267859,0.326,0.835,0.395,0.000113,0.0903,0.393,-6.399,0.0342,94.664,11,4
272,341,Let Me Explain,Let Me Explain,Bryson Tiller,1trZGMI2CGyVT44STkpCoN,2016-10-20,64,223969,0.809,0.00156,0.504,0.0,0.0856,0.525,-3.201,0.15,120.065,2,4
273,342,True Colors,Starboy,The Weeknd,6i759FCuKx713ZnYjtpQGU,2016-11-24,59,206026,0.616,0.284,0.424,0.0,0.173,0.582,-8.237,0.251,76.676,1,4
274,343,Saved,American Teen,Khalid,248OFOZef6ShXv6DGgbnxU,2017-04-27,69,206533,0.739,0.189,0.448,0.0,0.118,0.553,-10.28,0.138,81.044,10,4
275,344,Blind Man,Blind Man,Xavier Omär,0DQQRJ4sR3pxwom9L7D7QR,2018-07-27,57,242195,0.89,0.453,0.523,1.58e-06,0.0831,0.345,-8.526,0.056,111.031,6,4
276,346,Hallucinations,SEPT 5TH,dvsn,0UE0RhnRaEYsiYgXpyLoZc,2016-03-27,59,246293,0.765,0.0681,0.398,8.48e-06,0.14,0.348,-8.993,0.037,95.976,7,4
277,347,Right My Wrongs,T R A P S O U L,Bryson Tiller,5rgrBsAFYMun6yhtnLKRPz,2015-10-02,74,249320,0.543,0.345,0.449,0.0,0.157,0.29,-8.065,0.0463,132.609,1,4
278,348,We Find Love,Freudian,Daniel Caesar,1TPLsNVlofwX1txcE9gZZF,2017-08-25,65,254919,0.51,0.853,0.363,0.0,0.109,0.426,-8.635,0.0304,78.0,5,4
279,349,Somethin Tells Me,True to Self,Bryson Tiller,3Jrs7cC2OJNlNSy9VnDOMZ,2017-05-26,53,194266,0.735,0.0356,0.588,0.0,0.107,0.435,-7.197,0.226,90.002,5,4
280,351,Fuck Love (feat. Trippie Redd),17,XXXTENTACION,7AQim7LbvFVZJE3O8TYgf2,2017-08-25,83,146520,0.797,0.0172,0.533,0.000152,0.103,0.329,-9.74,0.0412,131.036,0,4
281,352,Poison,Poison,Brent Faiyaz,5NijSs5dAwaIybq1GaRTIe,2016-08-03,71,212992,0.689,0.711,0.394,0.000905,0.0859,0.382,-10.102,0.065,117.489,2,3
282,353,Losin Control,There's Really A Wolf,Russ,4cxMGhkinTocPSVVKWIw0d,2017-05-05,75,237506,0.759,0.515,0.245,0.000154,0.102,0.209,-6.545,0.138,96.992,6,4
283,354,Hold Me Down,Freudian,Daniel Caesar,1Mza2sr6tPhy6jjI3HB9fW,2017-08-25,64,231267,0.463,0.628,0.427,0.000565,0.0911,0.231,-9.799,0.0549,116.059,8,4
284,356,Provider,Provider,Frank Ocean,6R6ihJhRbgu7JxJKIbW57w,2017-08-27,64,243238,0.654,0.74,0.325,2.14e-05,0.152,0.39,-11.925,0.282,139.886,2,4
285,357,Pink Matter,channel ORANGE,Frank Ocean,1fOkmYW3ZFkkjIdOZSf596,2012-07-10,69,268813,0.392,0.951,0.233,0.000322,0.106,0.494,-11.012,0.0587,176.569,11,3
286,358,You,11:11,11:11,3ajnLvUV6cZiKtij8q0tzx,2016-05-24,52,252540,0.478,0.174,0.555,1.1e-05,0.103,0.139,-7.6,0.111,128.728,5,4
287,359,Too Fast,Too Fast,Sonder,42QRyJd5x6e2TFR1S41g2p,2016-10-25,61,308005,0.395,0.316,0.33,1.89e-05,0.268,0.102,-10.924,0.0408,98.813,4,3
288,361,Drive Safe - A COLORS SHOW,Drive Safe - A COLORS SHOW,Rich Brian,2cM5JyfLJqA4B0SS2QrGxI,2019-12-13,0,204000,0.685,0.615,0.159,0.0,0.0978,0.519,-14.497,0.0306,98.007,7,4
289,362,Ivy,Blonde,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,2016-08-20,79,249191,0.567,0.782,0.388,0.000309,0.248,0.452,-9.579,0.0384,116.362,9,4
290,363,With Me,SEPT 5TH,dvsn,6AIte2Iej1QKlaofpjCzW1,2016-03-27,57,419500,0.771,0.0314,0.466,0.000761,0.31,0.245,-8.651,0.0308,110.011,0,4
291,364,Streetcar,Pilgrim's Paradise,Daniel Caesar,7Cu2COdH93MnuireuKNiS3,2015-11-12,69,246972,0.41,0.721,0.298,0.0,0.158,0.142,-11.796,0.0473,109.651,3,3
292,366,Insecure,A.M. Paradox,Brent Faiyaz,4t5Zj9I7WDYFaYlSif13lV,2016-09-20,59,245619,0.436,0.509,0.306,0.0,0.591,0.355,-11.337,0.0886,95.337,11,5
